0    [main] INFO   - 	 === Sub-population #0 ===
340148 [main] INFO   - 	 gen=11, median: fit=0.9732;[5, 6, 9, 15, 20, 25, 29, 31, 35, 37, 42, 44, 4, 8, 10, 23, 26, 27, 28, 33, 36, 38, 39, 45, 2, 11, 12, 13, 16, 18, 19, 30, 34, 40, 41, 48, 1, 3, 7, 14, 17, 21, 22, 24, 32, 43, 46, 47]
340148 [main] INFO   - 	 Mutating...
340151 [main] INFO   - 	 Immigrating...
340152 [main] INFO   - 	 Sorting...
353324 [main] INFO   - 	 Crossing over...
353327 [main] INFO   - 	 Sorting...
366497 [main] INFO   - 	 Culling...
366507 [main] INFO   - 	 Reporting...
366507 [main] INFO   - 	 gen=12, highest: fit=0.99626;[7, 10, 15, 16, 18, 20, 29, 30, 37, 38, 39, 48, 1, 2, 12, 19, 23, 25, 32, 33, 35, 36, 41, 43, 4, 9, 17, 21, 22, 24, 26, 27, 31, 40, 44, 46, 3, 5, 6, 8, 11, 13, 14, 28, 34, 42, 45, 47]
366507 [main] INFO   - 	 gen=12, median: fit=0.97467;[7, 9, 14, 17, 19, 21, 25, 26, 30, 39, 44, 47, 1, 6, 12, 15, 16, 28, 29, 32, 34, 38, 42, 45, 3, 11, 13, 18, 23, 24, 27, 31, 36, 37, 43, 48, 2, 4, 5, 8, 10, 20, 22, 33, 35, 40, 41, 46]
366507 [main] INFO   - 	 Mutating...
366509 [main] INFO   - 	 Immigrating...
366510 [main] INFO   - 	 Sorting...
379685 [main] INFO   - 	 Crossing over...
379688 [main] INFO   - 	 Sorting...
392858 [main] INFO   - 	 Culling...
392868 [main] INFO   - 	 Reporting...
392868 [main] INFO   - 	 gen=13, highest: fit=0.99626;[7, 10, 15, 16, 18, 20, 29, 30, 37, 38, 39, 48, 1, 2, 12, 19, 23, 25, 32, 33, 35, 36, 41, 43, 4, 9, 17, 21, 22, 24, 26, 27, 31, 40, 44, 46, 3, 5, 6, 8, 11, 13, 14, 28, 34, 42, 45, 47]
392868 [main] INFO   - 	 gen=13, median: fit=0.97614;[11, 12, 17, 18, 20, 24, 27, 28, 30, 42, 43, 47, 1, 2, 5, 8, 13, 16, 22, 29, 37, 39, 45, 48, 6, 7, 9, 14, 19, 21, 32, 34, 36, 38, 40, 41, 3, 4, 10, 15, 23, 25, 26, 31, 33, 35, 44, 46]
392868 [main] INFO   - 	 Mutating...
392878 [main] INFO   - 	 Immigrating...
392879 [main] INFO   - 	 Sorting...
406059 [main] INFO   - 	 Crossing over...
406062 [main] INFO   - 	 Sorting...
419242 [main] INFO   - 	 Culling...
419252 [main] INFO   - 	 Reporting...
419252 [main] INFO   - 	 gen=14, highest: fit=0.99626;[7, 10, 15, 16, 18, 20, 29, 30, 37, 38, 39, 48, 1, 2, 12, 19, 23, 25, 32, 33, 35, 36, 41, 43, 4, 9, 17, 21, 22, 24, 26, 27, 31, 40, 44, 46, 3, 5, 6, 8, 11, 13, 14, 28, 34, 42, 45, 47]
419252 [main] INFO   - 	 gen=14, median: fit=0.97763;[3, 7, 14, 21, 23, 24, 25, 27, 34, 42, 43, 46, 4, 5, 9, 11, 15, 18, 22, 28, 32, 40, 45, 48, 1, 2, 6, 13, 17, 29, 30, 35, 36, 38, 39, 44, 8, 10, 12, 16, 19, 20, 26, 31, 33, 37, 41, 47]
419252 [main] INFO   - 	 Mutating...
419255 [main] INFO   - 	 Immigrating...
419256 [main] INFO   - 	 Sorting...
432438 [main] INFO   - 	 Crossing over...
432440 [main] INFO   - 	 Sorting...
445615 [main] INFO   - 	 Culling...
445625 [main] INFO   - 	 Reporting...
445625 [main] INFO   - 	 gen=15, highest: fit=0.99963;[2, 3, 6, 13, 18, 25, 27, 31, 32, 37, 43, 48, 1, 7, 11, 12, 16, 24, 30, 33, 36, 38, 41, 45, 5, 8, 17, 20, 21, 22, 23, 34, 35, 39, 42, 44, 4, 9, 10, 14, 15, 19, 26, 28, 29, 40, 46, 47]
445626 [main] INFO   - 	 gen=15, median: fit=0.98022;[4, 5, 10, 15, 22, 24, 31, 32, 33, 39, 40, 45, 3, 7, 14, 18, 19, 20, 25, 26, 37, 41, 42, 44, 1, 8, 12, 13, 23, 28, 29, 30, 34, 36, 43, 48, 2, 6, 9, 11, 16, 17, 21, 27, 35, 38, 46, 47]
445626 [main] INFO   - 	 Mutating...
445628 [main] INFO   - 	 Immigrating...
445629 [main] INFO   - 	 Sorting...
458809 [main] INFO   - 	 Crossing over...
458819 [main] INFO   - 	 Sorting...
471997 [main] INFO   - 	 Culling...
472007 [main] INFO   - 	 Reporting...
472007 [main] INFO   - 	 gen=16, highest: fit=0.99963;[2, 3, 6, 13, 18, 25, 27, 31, 32, 37, 43, 48, 1, 7, 11, 12, 16, 24, 30, 33, 36, 38, 41, 45, 5, 8, 17, 20, 21, 22, 23, 34, 35, 39, 42, 44, 4, 9, 10, 14, 15, 19, 26, 28, 29, 40, 46, 47]
472007 [main] INFO   - 	 gen=16, median: fit=0.98133;[5, 7, 8, 11, 12, 24, 26, 31, 33, 35, 46, 47, 3, 14, 15, 17, 21, 23, 25, 27, 34, 42, 43, 45, 4, 9, 13, 18, 19, 20, 22, 30, 32, 39, 40, 48, 1, 2, 6, 10, 16, 28, 29, 36, 37, 38, 41, 44]
472007 [main] INFO   - 	 Mutating...
472009 [main] INFO   - 	 Immigrating...
472010 [main] INFO   - 	 Sorting...
485204 [main] INFO   - 	 Crossing over...
485207 [main] INFO   - 	 Sorting...
498390 [main] INFO   - 	 Culling...
498400 [main] INFO   - 	 Reporting...
498400 [main] INFO   - 	 gen=17, highest: fit=0.99963;[2, 3, 6, 13, 18, 25, 27, 31, 32, 37, 43, 48, 1, 7, 11, 12, 16, 24, 30, 33, 36, 38, 41, 45, 5, 8, 17, 20, 21, 22, 23, 34, 35, 39, 42, 44, 4, 9, 10, 14, 15, 19, 26, 28, 29, 40, 46, 47]
498401 [main] INFO   - 	 gen=17, median: fit=0.98252;[5, 9, 13, 14, 15, 18, 20, 31, 32, 41, 46, 48, 2, 4, 6, 12, 24, 27, 29, 35, 36, 38, 40, 42, 7, 8, 10, 11, 16, 17, 25, 28, 30, 39, 45, 47, 1, 3, 19, 21, 22, 23, 26, 33, 34, 37, 43, 44]
498401 [main] INFO   - 	 Mutating...
498402 [main] INFO   - 	 Immigrating...
498403 [main] INFO   - 	 Sorting...
511593 [main] INFO   - 	 Crossing over...
511596 [main] INFO   - 	 Sorting...
524779 [main] INFO   - 	 Culling...
524789 [main] INFO   - 	 Reporting...
524789 [main] INFO   - 	 gen=18, highest: fit=0.99963;[2, 3, 6, 13, 18, 25, 27, 31, 32, 37, 43, 48, 1, 7, 11, 12, 16, 24, 30, 33, 36, 38, 41, 45, 5, 8, 17, 20, 21, 22, 23, 34, 35, 39, 42, 44, 4, 9, 10, 14, 15, 19, 26, 28, 29, 40, 46, 47]
524789 [main] INFO   - 	 gen=18, median: fit=0.98309;[7, 10, 15, 16, 18, 20, 29, 30, 37, 38, 39, 48, 1, 2, 12, 19, 23, 25, 32, 33, 35, 40, 41, 43, 3, 5, 13, 17, 21, 22, 26, 28, 31, 42, 44, 45, 4, 6, 8, 9, 11, 14, 24, 27, 34, 36, 46, 47]
524789 [main] INFO   - 	 Mutating...
524791 [main] INFO   - 	 Immigrating...
524792 [main] INFO   - 	 Sorting...
537980 [main] INFO   - 	 Crossing over...
537982 [main] INFO   - 	 Sorting...
551160 [main] INFO   - 	 Culling...
551170 [main] INFO   - 	 Reporting...
551171 [main] INFO   - 	 gen=19, highest: fit=0.99963;[2, 3, 6, 13, 18, 25, 27, 31, 32, 37, 43, 48, 1, 7, 11, 12, 16, 24, 30, 33, 36, 38, 41, 45, 5, 8, 17, 20, 21, 22, 23, 34, 35, 39, 42, 44, 4, 9, 10, 14, 15, 19, 26, 28, 29, 40, 46, 47]
551171 [main] INFO   - 	 gen=19, median: fit=0.98379;[1, 3, 5, 17, 18, 21, 22, 26, 37, 42, 43, 45, 7, 8, 10, 13, 19, 20, 24, 28, 34, 38, 47, 48, 4, 9, 11, 12, 15, 16, 29, 30, 39, 40, 41, 44, 2, 6, 14, 23, 25, 27, 31, 32, 33, 35, 36, 46]
551171 [main] INFO   - 	 Mutating...
551173 [main] INFO   - 	 Immigrating...
551174 [main] INFO   - 	 Sorting...
564359 [main] INFO   - 	 Crossing over...
564367 [main] INFO   - 	 Sorting...
577547 [main] INFO   - 	 Culling...
577557 [main] INFO   - 	 Reporting...
577557 [main] INFO   - 	 gen=20, highest: fit=0.99963;[2, 3, 6, 13, 18, 25, 27, 31, 32, 37, 43, 48, 1, 7, 11, 12, 16, 24, 30, 33, 36, 38, 41, 45, 5, 8, 17, 20, 21, 22, 23, 34, 35, 39, 42, 44, 4, 9, 10, 14, 15, 19, 26, 28, 29, 40, 46, 47]
577557 [main] INFO   - 	 gen=20, median: fit=0.98466;[6, 7, 11, 17, 19, 21, 23, 32, 35, 37, 43, 47, 1, 4, 5, 9, 14, 22, 24, 31, 38, 40, 42, 44, 10, 13, 15, 16, 18, 20, 29, 30, 36, 39, 41, 48, 2, 3, 8, 12, 25, 26, 27, 28, 33, 34, 45, 46]
577557 [main] INFO   - 	 Mutating...
577559 [main] INFO   - 	 Immigrating...
577560 [main] INFO   - 	 Sorting...
590750 [main] INFO   - 	 Crossing over...
590752 [main] INFO   - 	 Sorting...
603929 [main] INFO   - 	 Culling...
603939 [main] INFO   - 	 Reporting...
603939 [main] INFO   - 	 gen=21, highest: fit=0.99963;[2, 3, 6, 13, 18, 25, 27, 31, 32, 37, 43, 48, 1, 7, 11, 12, 16, 24, 30, 33, 36, 38, 41, 45, 5, 8, 17, 20, 21, 22, 23, 34, 35, 39, 42, 44, 4, 9, 10, 14, 15, 19, 26, 28, 29, 40, 46, 47]
603940 [main] INFO   - 	 gen=21, median: fit=0.98539;[7, 10, 15, 16, 18, 20, 29, 30, 37, 38, 39, 48, 1, 2, 12, 19, 23, 25, 32, 33, 35, 40, 41, 43, 3, 5, 6, 8, 9, 17, 24, 26, 34, 42, 44, 46, 4, 11, 13, 14, 21, 22, 27, 28, 31, 36, 45, 47]
603940 [main] INFO   - 	 Mutating...
603941 [main] INFO   - 	 Immigrating...
603943 [main] INFO   - 	 Sorting...
617133 [main] INFO   - 	 Crossing over...
617140 [main] INFO   - 	 Sorting...
630321 [main] INFO   - 	 Culling...
630331 [main] INFO   - 	 Reporting...
630331 [main] INFO   - 	 gen=22, highest: fit=0.99963;[2, 3, 6, 13, 18, 25, 27, 31, 32, 37, 43, 48, 1, 7, 11, 12, 16, 24, 30, 33, 36, 38, 41, 45, 5, 8, 17, 20, 21, 22, 23, 34, 35, 39, 42, 44, 4, 9, 10, 14, 15, 19, 26, 28, 29, 40, 46, 47]
630331 [main] INFO   - 	 gen=22, median: fit=0.98598;[1, 3, 13, 17, 18, 21, 22, 26, 37, 42, 43, 45, 5, 7, 8, 11, 19, 20, 24, 28, 34, 38, 47, 48, 10, 15, 16, 23, 25, 29, 30, 31, 32, 33, 40, 44, 2, 4, 6, 9, 12, 14, 27, 35, 36, 39, 41, 46]
630332 [main] INFO   - 	 Mutating...
630333 [main] INFO   - 	 Immigrating...
630334 [main] INFO   - 	 Sorting...
643521 [main] INFO   - 	 Crossing over...
643523 [main] INFO   - 	 Sorting...
656705 [main] INFO   - 	 Culling...
656715 [main] INFO   - 	 Reporting...
656715 [main] INFO   - 	 gen=23, highest: fit=0.99963;[2, 3, 6, 13, 18, 25, 27, 31, 32, 37, 43, 48, 1, 7, 11, 12, 16, 24, 30, 33, 36, 38, 41, 45, 5, 8, 17, 20, 21, 22, 23, 34, 35, 39, 42, 44, 4, 9, 10, 14, 15, 19, 26, 28, 29, 40, 46, 47]
656715 [main] INFO   - 	 gen=23, median: fit=0.98684;[5, 6, 10, 16, 17, 19, 23, 26, 34, 42, 43, 46, 4, 11, 12, 18, 20, 22, 29, 30, 31, 33, 45, 48, 7, 9, 14, 15, 21, 24, 32, 36, 37, 38, 39, 40, 1, 2, 3, 8, 13, 25, 27, 28, 35, 41, 44, 47]
656715 [main] INFO   - 	 Mutating...
656718 [main] INFO   - 	 Immigrating...
656721 [main] INFO   - 	 Sorting...
669910 [main] INFO   - 	 Crossing over...
669912 [main] INFO   - 	 Sorting...
683096 [main] INFO   - 	 Culling...
683106 [main] INFO   - 	 Reporting...
683106 [main] INFO   - 	 gen=24, highest: fit=0.99963;[2, 3, 6, 13, 18, 25, 27, 31, 32, 37, 43, 48, 1, 7, 11, 12, 16, 24, 30, 33, 36, 38, 41, 45, 5, 8, 17, 20, 21, 22, 23, 34, 35, 39, 42, 44, 4, 9, 10, 14, 15, 19, 26, 28, 29, 40, 46, 47]
683106 [main] INFO   - 	 gen=24, median: fit=0.98748;[1, 2, 11, 19, 25, 27, 29, 31, 35, 36, 39, 47, 4, 10, 12, 13, 20, 21, 22, 26, 30, 40, 44, 48, 3, 5, 7, 14, 17, 28, 32, 33, 34, 37, 42, 45, 6, 8, 9, 15, 16, 18, 23, 24, 38, 41, 43, 46]
683106 [main] INFO   - 	 Mutating...
683108 [main] INFO   - 	 Immigrating...
683109 [main] INFO   - 	 Sorting...
696299 [main] INFO   - 	 Crossing over...
696301 [main] INFO   - 	 Sorting...
709476 [main] INFO   - 	 Culling...
709489 [main] INFO   - 	 Reporting...
709490 [main] INFO   - 	 gen=25, highest: fit=0.99963;[2, 3, 6, 13, 18, 25, 27, 31, 32, 37, 43, 48, 1, 7, 11, 12, 16, 24, 30, 33, 36, 38, 41, 45, 5, 8, 17, 20, 21, 22, 23, 34, 35, 39, 42, 44, 4, 9, 10, 14, 15, 19, 26, 28, 29, 40, 46, 47]
709490 [main] INFO   - 	 gen=25, median: fit=0.98804;[2, 5, 7, 8, 10, 11, 17, 30, 38, 41, 44, 47, 3, 4, 6, 21, 22, 23, 26, 29, 32, 36, 45, 48, 9, 13, 14, 15, 16, 18, 24, 25, 33, 42, 43, 46, 1, 12, 19, 20, 27, 28, 31, 34, 35, 37, 39, 40]
709490 [main] INFO   - 	 Mutating...
709492 [main] INFO   - 	 Immigrating...
709493 [main] INFO   - 	 Sorting...
722679 [main] INFO   - 	 Crossing over...
722681 [main] INFO   - 	 Sorting...
735855 [main] INFO   - 	 Culling...
735865 [main] INFO   - 	 Reporting...
735865 [main] INFO   - 	 gen=26, highest: fit=0.99963;[2, 3, 6, 13, 18, 25, 27, 31, 32, 37, 43, 48, 1, 7, 11, 12, 16, 24, 30, 33, 36, 38, 41, 45, 5, 8, 17, 20, 21, 22, 23, 34, 35, 39, 42, 44, 4, 9, 10, 14, 15, 19, 26, 28, 29, 40, 46, 47]
735865 [main] INFO   - 	 gen=26, median: fit=0.98879;[1, 3, 7, 11, 12, 14, 21, 24, 30, 41, 45, 48, 2, 4, 5, 9, 16, 22, 31, 32, 35, 37, 43, 47, 6, 8, 13, 15, 23, 25, 26, 28, 34, 39, 44, 46, 10, 17, 18, 19, 20, 27, 29, 33, 36, 38, 40, 42]
735865 [main] INFO   - 	 Mutating...
735868 [main] INFO   - 	 Immigrating...
735869 [main] INFO   - 	 Sorting...
749057 [main] INFO   - 	 Crossing over...
749060 [main] INFO   - 	 Sorting...
762236 [main] INFO   - 	 Culling...
762249 [main] INFO   - 	 Reporting...
762249 [main] INFO   - 	 gen=27, highest: fit=0.99963;[2, 3, 6, 13, 18, 25, 27, 31, 32, 37, 43, 48, 1, 7, 11, 12, 16, 24, 30, 33, 36, 38, 41, 45, 5, 8, 17, 20, 21, 22, 23, 34, 35, 39, 42, 44, 4, 9, 10, 14, 15, 19, 26, 28, 29, 40, 46, 47]
762250 [main] INFO   - 	 gen=27, median: fit=0.98948;[6, 12, 14, 19, 22, 25, 31, 32, 35, 38, 41, 42, 2, 5, 9, 11, 15, 17, 27, 29, 34, 37, 46, 47, 1, 7, 8, 10, 16, 18, 20, 28, 39, 40, 43, 48, 3, 4, 13, 21, 23, 24, 26, 30, 33, 36, 44, 45]
762250 [main] INFO   - 	 Mutating...
762252 [main] INFO   - 	 Immigrating...
762253 [main] INFO   - 	 Sorting...
775441 [main] INFO   - 	 Crossing over...
775443 [main] INFO   - 	 Sorting...
788623 [main] INFO   - 	 Culling...
788633 [main] INFO   - 	 Reporting...
