0    [main] INFO   - 	 === Sub-population #0 ===
271384 [main] INFO   - 	 gen=11, median: fit=0.96403125;[4, 9, 14, 16, 17, 19, 29, 30, 38, 39, 43, 46, 1, 2, 7, 20, 22, 23, 31, 32, 33, 34, 37, 48, 3, 10, 12, 13, 18, 25, 26, 27, 36, 41, 42, 45, 5, 6, 8, 11, 15, 21, 24, 28, 35, 40, 44, 47]
271384 [main] INFO   - 	 Mutating...
271389 [main] INFO   - 	 Immigrating...
271391 [main] INFO   - 	 Sorting...
284741 [main] INFO   - 	 Crossing over...
284747 [main] INFO   - 	 Sorting...
292380 [main] INFO   - 	 Culling...
292391 [main] INFO   - 	 Reporting...
292391 [main] INFO   - 	 gen=12, highest: fit=0.983578125;[5, 8, 11, 12, 14, 23, 24, 34, 35, 40, 41, 46, 4, 6, 10, 13, 17, 25, 26, 29, 36, 38, 45, 48, 1, 2, 15, 16, 21, 27, 28, 30, 31, 33, 42, 47, 3, 7, 9, 18, 19, 20, 22, 32, 37, 39, 43, 44]
292391 [main] INFO   - 	 gen=12, median: fit=0.965421875;[1, 6, 12, 17, 18, 21, 22, 24, 32, 39, 44, 48, 2, 8, 16, 19, 20, 26, 27, 30, 33, 35, 45, 47, 4, 7, 9, 13, 15, 23, 25, 31, 36, 40, 41, 46, 3, 5, 10, 11, 14, 28, 29, 34, 37, 38, 42, 43]
292391 [main] INFO   - 	 Mutating...
292396 [main] INFO   - 	 Immigrating...
292398 [main] INFO   - 	 Sorting...
305740 [main] INFO   - 	 Crossing over...
305746 [main] INFO   - 	 Sorting...
313413 [main] INFO   - 	 Culling...
313423 [main] INFO   - 	 Reporting...
313423 [main] INFO   - 	 gen=13, highest: fit=0.984421875;[3, 8, 9, 11, 17, 20, 30, 31, 33, 40, 44, 46, 4, 5, 7, 14, 22, 25, 29, 32, 35, 36, 38, 48, 1, 10, 12, 16, 19, 21, 23, 27, 37, 39, 42, 45, 2, 6, 13, 15, 18, 24, 26, 28, 34, 41, 43, 47]
313424 [main] INFO   - 	 gen=13, median: fit=0.9670625;[2, 6, 12, 16, 17, 21, 26, 36, 37, 40, 41, 44, 3, 11, 14, 15, 19, 23, 25, 30, 34, 35, 42, 46, 4, 5, 8, 9, 18, 20, 29, 31, 33, 39, 43, 48, 1, 7, 10, 13, 22, 24, 27, 28, 32, 38, 45, 47]
313424 [main] INFO   - 	 Mutating...
313429 [main] INFO   - 	 Immigrating...
313430 [main] INFO   - 	 Sorting...
326833 [main] INFO   - 	 Crossing over...
326839 [main] INFO   - 	 Sorting...
334495 [main] INFO   - 	 Culling...
334505 [main] INFO   - 	 Reporting...
334506 [main] INFO   - 	 gen=14, highest: fit=0.984421875;[3, 8, 9, 11, 17, 20, 30, 31, 33, 40, 44, 46, 4, 5, 7, 14, 22, 25, 29, 32, 35, 36, 38, 48, 1, 10, 12, 16, 19, 21, 23, 27, 37, 39, 42, 45, 2, 6, 13, 15, 18, 24, 26, 28, 34, 41, 43, 47]
334506 [main] INFO   - 	 gen=14, median: fit=0.96840625;[6, 7, 12, 13, 14, 15, 22, 30, 38, 43, 44, 45, 3, 5, 9, 17, 23, 28, 29, 31, 33, 37, 40, 41, 1, 8, 11, 16, 18, 21, 27, 32, 35, 39, 42, 48, 2, 4, 10, 19, 20, 24, 25, 26, 34, 36, 46, 47]
334506 [main] INFO   - 	 Mutating...
334510 [main] INFO   - 	 Immigrating...
334512 [main] INFO   - 	 Sorting...
347859 [main] INFO   - 	 Crossing over...
347865 [main] INFO   - 	 Sorting...
355507 [main] INFO   - 	 Culling...
355518 [main] INFO   - 	 Reporting...
355518 [main] INFO   - 	 gen=15, highest: fit=0.984421875;[3, 8, 9, 11, 17, 20, 30, 31, 33, 40, 44, 46, 4, 5, 7, 14, 22, 25, 29, 32, 35, 36, 38, 48, 1, 10, 12, 16, 19, 21, 23, 27, 37, 39, 42, 45, 2, 6, 13, 15, 18, 24, 26, 28, 34, 41, 43, 47]
355518 [main] INFO   - 	 gen=15, median: fit=0.9700625;[1, 6, 12, 17, 18, 21, 24, 32, 33, 39, 44, 48, 2, 4, 7, 15, 19, 26, 27, 30, 34, 35, 45, 47, 3, 5, 11, 14, 16, 22, 23, 29, 37, 38, 41, 42, 8, 9, 10, 13, 20, 25, 28, 31, 36, 40, 43, 46]
355518 [main] INFO   - 	 Mutating...
355523 [main] INFO   - 	 Immigrating...
355525 [main] INFO   - 	 Sorting...
368867 [main] INFO   - 	 Crossing over...
368874 [main] INFO   - 	 Sorting...
376648 [main] INFO   - 	 Culling...
376659 [main] INFO   - 	 Reporting...
376659 [main] INFO   - 	 gen=16, highest: fit=0.984421875;[3, 8, 9, 11, 17, 20, 30, 31, 33, 40, 44, 46, 4, 5, 7, 14, 22, 25, 29, 32, 35, 36, 38, 48, 1, 10, 12, 16, 19, 21, 23, 27, 37, 39, 42, 45, 2, 6, 13, 15, 18, 24, 26, 28, 34, 41, 43, 47]
376659 [main] INFO   - 	 gen=16, median: fit=0.971328125;[4, 8, 9, 10, 21, 23, 24, 35, 36, 37, 40, 46, 2, 5, 7, 13, 16, 25, 26, 27, 32, 33, 44, 47, 1, 11, 12, 14, 19, 20, 22, 29, 38, 39, 43, 45, 3, 6, 15, 17, 18, 28, 30, 31, 34, 41, 42, 48]
376659 [main] INFO   - 	 Mutating...
376674 [main] INFO   - 	 Immigrating...
376676 [main] INFO   - 	 Sorting...
390033 [main] INFO   - 	 Crossing over...
390040 [main] INFO   - 	 Sorting...
397682 [main] INFO   - 	 Culling...
397692 [main] INFO   - 	 Reporting...
397692 [main] INFO   - 	 gen=17, highest: fit=0.985296875;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 4, 15, 16, 19, 24, 25, 28, 36, 37, 40, 48, 3, 5, 11, 12, 21, 22, 23, 31, 34, 39, 43, 46, 7, 9, 10, 13, 14, 17, 29, 32, 38, 41, 42, 44]
397692 [main] INFO   - 	 gen=17, median: fit=0.972796875;[4, 7, 11, 14, 20, 22, 25, 29, 35, 38, 44, 46, 1, 9, 10, 12, 19, 23, 27, 36, 37, 39, 42, 45, 5, 6, 8, 15, 18, 24, 28, 30, 31, 32, 40, 48, 2, 3, 13, 16, 17, 21, 26, 33, 34, 41, 43, 47]
397693 [main] INFO   - 	 Mutating...
397696 [main] INFO   - 	 Immigrating...
397698 [main] INFO   - 	 Sorting...
411082 [main] INFO   - 	 Crossing over...
411088 [main] INFO   - 	 Sorting...
418818 [main] INFO   - 	 Culling...
418828 [main] INFO   - 	 Reporting...
418829 [main] INFO   - 	 gen=18, highest: fit=0.985296875;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 4, 15, 16, 19, 24, 25, 28, 36, 37, 40, 48, 3, 5, 11, 12, 21, 22, 23, 31, 34, 39, 43, 46, 7, 9, 10, 13, 14, 17, 29, 32, 38, 41, 42, 44]
418829 [main] INFO   - 	 gen=18, median: fit=0.974046875;[4, 7, 11, 14, 20, 22, 25, 29, 35, 38, 44, 46, 1, 9, 10, 12, 19, 23, 27, 36, 37, 39, 42, 45, 3, 5, 8, 16, 17, 21, 30, 31, 32, 33, 40, 47, 2, 6, 13, 15, 18, 24, 26, 28, 34, 41, 43, 48]
418829 [main] INFO   - 	 Mutating...
418833 [main] INFO   - 	 Immigrating...
418834 [main] INFO   - 	 Sorting...
432168 [main] INFO   - 	 Crossing over...
432174 [main] INFO   - 	 Sorting...
439809 [main] INFO   - 	 Culling...
439820 [main] INFO   - 	 Reporting...
439820 [main] INFO   - 	 gen=19, highest: fit=0.985296875;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 4, 15, 16, 19, 24, 25, 28, 36, 37, 40, 48, 3, 5, 11, 12, 21, 22, 23, 31, 34, 39, 43, 46, 7, 9, 10, 13, 14, 17, 29, 32, 38, 41, 42, 44]
439820 [main] INFO   - 	 gen=19, median: fit=0.97515625;[3, 5, 10, 18, 19, 26, 27, 29, 33, 35, 42, 47, 1, 6, 12, 15, 21, 23, 24, 28, 31, 40, 46, 48, 2, 4, 11, 16, 17, 20, 25, 36, 37, 41, 43, 44, 7, 8, 9, 13, 14, 22, 30, 32, 34, 38, 39, 45]
439820 [main] INFO   - 	 Mutating...
439824 [main] INFO   - 	 Immigrating...
439826 [main] INFO   - 	 Sorting...
453168 [main] INFO   - 	 Crossing over...
453174 [main] INFO   - 	 Sorting...
460900 [main] INFO   - 	 Culling...
460914 [main] INFO   - 	 Reporting...
460915 [main] INFO   - 	 gen=20, highest: fit=0.985296875;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 4, 15, 16, 19, 24, 25, 28, 36, 37, 40, 48, 3, 5, 11, 12, 21, 22, 23, 31, 34, 39, 43, 46, 7, 9, 10, 13, 14, 17, 29, 32, 38, 41, 42, 44]
460915 [main] INFO   - 	 gen=20, median: fit=0.975921875;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 13, 15, 16, 17, 19, 22, 25, 36, 40, 41, 48, 4, 7, 9, 10, 21, 23, 31, 32, 34, 39, 44, 46, 3, 5, 11, 12, 14, 24, 28, 29, 37, 38, 42, 43]
460915 [main] INFO   - 	 Mutating...
460918 [main] INFO   - 	 Immigrating...
460920 [main] INFO   - 	 Sorting...
474248 [main] INFO   - 	 Crossing over...
474252 [main] INFO   - 	 Sorting...
481873 [main] INFO   - 	 Culling...
481884 [main] INFO   - 	 Reporting...
481884 [main] INFO   - 	 gen=21, highest: fit=0.985296875;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 4, 15, 16, 19, 24, 25, 28, 36, 37, 40, 48, 3, 5, 11, 12, 21, 22, 23, 31, 34, 39, 43, 46, 7, 9, 10, 13, 14, 17, 29, 32, 38, 41, 42, 44]
481885 [main] INFO   - 	 gen=21, median: fit=0.9771875;[4, 7, 11, 14, 20, 22, 25, 29, 35, 38, 44, 46, 1, 9, 10, 12, 19, 23, 27, 36, 37, 39, 42, 45, 3, 5, 16, 17, 18, 21, 24, 26, 32, 33, 47, 48, 2, 6, 8, 13, 15, 28, 30, 31, 34, 40, 41, 43]
481885 [main] INFO   - 	 Mutating...
481889 [main] INFO   - 	 Immigrating...
481891 [main] INFO   - 	 Sorting...
495226 [main] INFO   - 	 Crossing over...
495230 [main] INFO   - 	 Sorting...
502880 [main] INFO   - 	 Culling...
502891 [main] INFO   - 	 Reporting...
502891 [main] INFO   - 	 gen=22, highest: fit=0.986765625;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 4, 15, 16, 19, 24, 25, 28, 36, 37, 40, 48, 3, 9, 11, 12, 17, 22, 23, 31, 32, 43, 44, 46, 5, 7, 10, 13, 14, 21, 29, 34, 38, 39, 41, 42]
502891 [main] INFO   - 	 gen=22, median: fit=0.977765625;[4, 8, 9, 10, 21, 23, 24, 35, 37, 40, 43, 46, 5, 7, 13, 16, 19, 20, 26, 27, 32, 42, 44, 45, 2, 3, 11, 15, 18, 25, 28, 30, 34, 36, 38, 48, 1, 6, 12, 14, 17, 22, 29, 31, 33, 39, 41, 47]
502891 [main] INFO   - 	 Mutating...
502896 [main] INFO   - 	 Immigrating...
502898 [main] INFO   - 	 Sorting...
516212 [main] INFO   - 	 Crossing over...
516217 [main] INFO   - 	 Sorting...
523863 [main] INFO   - 	 Culling...
523875 [main] INFO   - 	 Reporting...
523875 [main] INFO   - 	 gen=23, highest: fit=0.986765625;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 4, 15, 16, 19, 24, 25, 28, 36, 37, 40, 48, 3, 9, 11, 12, 17, 22, 23, 31, 32, 43, 44, 46, 5, 7, 10, 13, 14, 21, 29, 34, 38, 39, 41, 42]
523875 [main] INFO   - 	 gen=23, median: fit=0.97875;[2, 6, 10, 13, 18, 26, 28, 34, 37, 39, 40, 44, 3, 4, 15, 16, 20, 24, 25, 29, 30, 32, 45, 46, 5, 7, 8, 12, 17, 22, 27, 33, 35, 38, 42, 47, 1, 9, 11, 14, 19, 21, 23, 31, 36, 41, 43, 48]
523875 [main] INFO   - 	 Mutating...
523880 [main] INFO   - 	 Immigrating...
523882 [main] INFO   - 	 Sorting...
537255 [main] INFO   - 	 Crossing over...
537259 [main] INFO   - 	 Sorting...
544914 [main] INFO   - 	 Culling...
544925 [main] INFO   - 	 Reporting...
544926 [main] INFO   - 	 gen=24, highest: fit=0.986765625;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 4, 15, 16, 19, 24, 25, 28, 36, 37, 40, 48, 3, 9, 11, 12, 17, 22, 23, 31, 32, 43, 44, 46, 5, 7, 10, 13, 14, 21, 29, 34, 38, 39, 41, 42]
544926 [main] INFO   - 	 gen=24, median: fit=0.97925;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 10, 13, 15, 17, 19, 22, 25, 36, 40, 41, 48, 4, 7, 9, 11, 21, 23, 29, 31, 34, 39, 44, 46, 3, 5, 12, 14, 16, 24, 28, 32, 37, 38, 42, 43]
544926 [main] INFO   - 	 Mutating...
544930 [main] INFO   - 	 Immigrating...
544931 [main] INFO   - 	 Sorting...
558254 [main] INFO   - 	 Crossing over...
558258 [main] INFO   - 	 Sorting...
565906 [main] INFO   - 	 Culling...
565917 [main] INFO   - 	 Reporting...
565918 [main] INFO   - 	 gen=25, highest: fit=0.988890625;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 4, 15, 16, 19, 24, 25, 28, 36, 37, 40, 48, 3, 9, 11, 12, 17, 22, 23, 31, 32, 43, 44, 46, 5, 7, 10, 13, 14, 21, 29, 34, 38, 39, 41, 42]
565918 [main] INFO   - 	 gen=25, median: fit=0.97978125;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 13, 15, 16, 17, 19, 22, 25, 36, 40, 41, 48, 4, 7, 9, 10, 21, 23, 31, 32, 34, 39, 42, 46, 3, 5, 11, 12, 14, 24, 28, 29, 37, 38, 43, 44]
565918 [main] INFO   - 	 Mutating...
565923 [main] INFO   - 	 Immigrating...
565924 [main] INFO   - 	 Sorting...
579241 [main] INFO   - 	 Crossing over...
579245 [main] INFO   - 	 Sorting...
586855 [main] INFO   - 	 Culling...
586867 [main] INFO   - 	 Reporting...
586867 [main] INFO   - 	 gen=26, highest: fit=0.988890625;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 4, 15, 16, 19, 24, 25, 28, 36, 37, 40, 48, 3, 9, 11, 12, 17, 22, 23, 31, 32, 43, 44, 46, 5, 7, 10, 13, 14, 21, 29, 34, 38, 39, 41, 42]
586867 [main] INFO   - 	 gen=26, median: fit=0.98028125;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 13, 15, 16, 17, 19, 22, 25, 36, 40, 41, 48, 3, 5, 7, 12, 21, 23, 24, 32, 37, 39, 43, 44, 4, 9, 10, 11, 14, 28, 29, 31, 34, 38, 42, 46]
586867 [main] INFO   - 	 Mutating...
586871 [main] INFO   - 	 Immigrating...
586873 [main] INFO   - 	 Sorting...
600223 [main] INFO   - 	 Crossing over...
600228 [main] INFO   - 	 Sorting...
607840 [main] INFO   - 	 Culling...
607851 [main] INFO   - 	 Reporting...
607851 [main] INFO   - 	 gen=27, highest: fit=0.988890625;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 4, 15, 16, 19, 24, 25, 28, 36, 37, 40, 48, 3, 9, 11, 12, 17, 22, 23, 31, 32, 43, 44, 46, 5, 7, 10, 13, 14, 21, 29, 34, 38, 39, 41, 42]
607852 [main] INFO   - 	 gen=27, median: fit=0.980703125;[1, 6, 8, 18, 20, 26, 27, 30, 33, 35, 45, 47, 2, 13, 15, 16, 17, 19, 22, 25, 36, 40, 41, 48, 4, 7, 9, 10, 21, 23, 24, 31, 34, 39, 42, 46, 3, 5, 11, 12, 14, 28, 29, 32, 37, 38, 43, 44]
607852 [main] INFO   - 	 Mutating...
607861 [main] INFO   - 	 Immigrating...
607863 [main] INFO   - 	 Sorting...
621217 [main] INFO   - 	 Crossing over...
621222 [main] INFO   - 	 Sorting...
628806 [main] INFO   - 	 Culling...
628818 [main] INFO   - 	 Reporting...
