0    [main] INFO   - 	 === Sub-population #0 ===
64279 [main] INFO   - 	 Culling...
64294 [main] INFO   - 	 Reporting...
64295 [main] INFO   - 	 gen=2, highest: fit=0.98896;[1, 2, 6, 14, 20, 24, 25, 30, 38, 39, 41, 47, 3, 4, 8, 17, 26, 27, 29, 33, 34, 36, 40, 46, 5, 9, 10, 12, 16, 18, 28, 31, 35, 42, 43, 44, 7, 11, 13, 15, 19, 21, 22, 23, 32, 37, 45, 48]
64295 [main] INFO   - 	 gen=2, median: fit=0.9295;[1, 8, 18, 19, 20, 25, 26, 30, 37, 39, 43, 48, 6, 9, 15, 16, 22, 23, 28, 31, 34, 35, 40, 45, 10, 12, 13, 17, 21, 24, 27, 29, 33, 36, 41, 42, 2, 3, 4, 5, 7, 11, 14, 32, 38, 44, 46, 47]
64295 [main] INFO   - 	 Mutating...
64297 [main] INFO   - 	 Immigrating...
64298 [main] INFO   - 	 Sorting...
71562 [main] INFO   - 	 Crossing over...
71566 [main] INFO   - 	 Sorting...
84823 [main] INFO   - 	 Culling...
84834 [main] INFO   - 	 Reporting...
84834 [main] INFO   - 	 gen=3, highest: fit=0.99022;[2, 8, 11, 19, 22, 23, 29, 32, 34, 37, 40, 46, 9, 14, 15, 16, 18, 24, 25, 26, 27, 43, 44, 47, 4, 6, 10, 13, 17, 30, 31, 33, 35, 36, 39, 45, 1, 3, 5, 7, 12, 20, 21, 28, 38, 41, 42, 48]
84834 [main] INFO   - 	 gen=3, median: fit=0.93868;[5, 8, 13, 19, 21, 22, 25, 34, 37, 38, 44, 48, 7, 9, 11, 14, 16, 17, 24, 26, 35, 36, 41, 43, 1, 6, 10, 12, 15, 20, 23, 27, 28, 45, 46, 47, 2, 3, 4, 18, 29, 30, 31, 32, 33, 39, 40, 42]
84834 [main] INFO   - 	 Mutating...
84836 [main] INFO   - 	 Immigrating...
84838 [main] INFO   - 	 Sorting...
92085 [main] INFO   - 	 Crossing over...
92089 [main] INFO   - 	 Sorting...
105347 [main] INFO   - 	 Culling...
105362 [main] INFO   - 	 Reporting...
105363 [main] INFO   - 	 gen=4, highest: fit=0.99022;[2, 8, 11, 19, 22, 23, 29, 32, 34, 37, 40, 46, 9, 14, 15, 16, 18, 24, 25, 26, 27, 43, 44, 47, 4, 6, 10, 13, 17, 30, 31, 33, 35, 36, 39, 45, 1, 3, 5, 7, 12, 20, 21, 28, 38, 41, 42, 48]
105363 [main] INFO   - 	 gen=4, median: fit=0.94554;[2, 8, 12, 14, 16, 20, 26, 35, 38, 40, 41, 42, 1, 4, 7, 9, 15, 17, 19, 23, 30, 33, 45, 48, 5, 6, 11, 18, 21, 24, 27, 28, 31, 43, 46, 47, 3, 10, 13, 22, 25, 29, 32, 34, 36, 37, 39, 44]
105363 [main] INFO   - 	 Mutating...
105365 [main] INFO   - 	 Immigrating...
105367 [main] INFO   - 	 Sorting...
112624 [main] INFO   - 	 Crossing over...
112628 [main] INFO   - 	 Sorting...
125939 [main] INFO   - 	 Culling...
125949 [main] INFO   - 	 Reporting...
125950 [main] INFO   - 	 gen=5, highest: fit=0.99541;[7, 8, 15, 17, 20, 25, 26, 28, 34, 38, 42, 48, 4, 12, 13, 18, 19, 22, 29, 30, 35, 39, 41, 46, 1, 2, 6, 16, 21, 24, 27, 31, 32, 40, 43, 45, 3, 5, 9, 10, 11, 14, 23, 33, 36, 37, 44, 47]
125950 [main] INFO   - 	 gen=5, median: fit=0.95197;[2, 5, 6, 10, 16, 20, 28, 32, 33, 35, 41, 48, 4, 7, 8, 18, 24, 26, 29, 30, 31, 36, 39, 45, 9, 12, 13, 15, 17, 21, 23, 25, 37, 40, 44, 47, 1, 3, 11, 14, 19, 22, 27, 34, 38, 42, 43, 46]
125950 [main] INFO   - 	 Mutating...
125952 [main] INFO   - 	 Immigrating...
125954 [main] INFO   - 	 Sorting...
133206 [main] INFO   - 	 Crossing over...
133209 [main] INFO   - 	 Sorting...
146514 [main] INFO   - 	 Culling...
146524 [main] INFO   - 	 Reporting...
146524 [main] INFO   - 	 gen=6, highest: fit=0.9963;[7, 8, 15, 17, 20, 25, 26, 28, 34, 38, 42, 48, 4, 12, 13, 18, 19, 22, 29, 30, 35, 39, 41, 46, 1, 2, 6, 16, 21, 24, 27, 31, 32, 40, 43, 45, 3, 5, 9, 10, 11, 14, 23, 33, 36, 37, 44, 47]
146524 [main] INFO   - 	 gen=6, median: fit=0.95672;[3, 6, 11, 13, 17, 18, 19, 31, 34, 40, 42, 46, 1, 2, 4, 12, 16, 22, 25, 29, 30, 36, 44, 47, 5, 9, 15, 21, 23, 24, 28, 32, 37, 38, 41, 48, 7, 8, 10, 14, 20, 26, 27, 33, 35, 39, 43, 45]
146524 [main] INFO   - 	 Mutating...
146526 [main] INFO   - 	 Immigrating...
146528 [main] INFO   - 	 Sorting...
153782 [main] INFO   - 	 Crossing over...
153786 [main] INFO   - 	 Sorting...
167086 [main] INFO   - 	 Culling...
167102 [main] INFO   - 	 Reporting...
167102 [main] INFO   - 	 gen=7, highest: fit=0.9963;[7, 8, 15, 17, 20, 25, 26, 28, 34, 38, 42, 48, 4, 12, 13, 18, 19, 22, 29, 30, 35, 39, 41, 46, 1, 2, 6, 16, 21, 24, 27, 31, 32, 40, 43, 45, 3, 5, 9, 10, 11, 14, 23, 33, 36, 37, 44, 47]
167102 [main] INFO   - 	 gen=7, median: fit=0.96084;[7, 8, 9, 21, 22, 24, 25, 30, 31, 33, 44, 47, 3, 6, 10, 12, 17, 18, 32, 34, 35, 38, 39, 43, 1, 2, 5, 11, 13, 14, 20, 28, 36, 41, 46, 48, 4, 15, 16, 19, 23, 26, 27, 29, 37, 40, 42, 45]
167102 [main] INFO   - 	 Mutating...
167104 [main] INFO   - 	 Immigrating...
167105 [main] INFO   - 	 Sorting...
174359 [main] INFO   - 	 Crossing over...
174362 [main] INFO   - 	 Sorting...
187666 [main] INFO   - 	 Culling...
187676 [main] INFO   - 	 Reporting...
187677 [main] INFO   - 	 gen=8, highest: fit=0.9963;[7, 8, 15, 17, 20, 25, 26, 28, 34, 38, 42, 48, 4, 12, 13, 18, 19, 22, 29, 30, 35, 39, 41, 46, 1, 2, 6, 16, 21, 24, 27, 31, 32, 40, 43, 45, 3, 5, 9, 10, 11, 14, 23, 33, 36, 37, 44, 47]
187677 [main] INFO   - 	 gen=8, median: fit=0.96345;[5, 8, 13, 19, 21, 22, 25, 34, 37, 38, 44, 48, 9, 10, 11, 12, 14, 24, 26, 29, 30, 35, 45, 46, 1, 2, 3, 17, 23, 27, 28, 32, 33, 40, 41, 42, 4, 6, 7, 15, 16, 18, 20, 31, 36, 39, 43, 47]
187677 [main] INFO   - 	 Mutating...
187679 [main] INFO   - 	 Immigrating...
187680 [main] INFO   - 	 Sorting...
194931 [main] INFO   - 	 Crossing over...
194934 [main] INFO   - 	 Sorting...
208249 [main] INFO   - 	 Culling...
208268 [main] INFO   - 	 Reporting...
208268 [main] INFO   - 	 gen=9, highest: fit=0.9963;[7, 8, 15, 17, 20, 25, 26, 28, 34, 38, 42, 48, 4, 12, 13, 18, 19, 22, 29, 30, 35, 39, 41, 46, 1, 2, 6, 16, 21, 24, 27, 31, 32, 40, 43, 45, 3, 5, 9, 10, 11, 14, 23, 33, 36, 37, 44, 47]
208268 [main] INFO   - 	 gen=9, median: fit=0.96657;[6, 8, 11, 15, 21, 25, 26, 33, 35, 41, 45, 46, 3, 4, 7, 16, 17, 19, 23, 24, 36, 38, 44, 48, 2, 5, 9, 12, 13, 20, 22, 29, 37, 40, 42, 47, 1, 10, 14, 18, 27, 28, 30, 31, 32, 34, 39, 43]
208269 [main] INFO   - 	 Mutating...
208271 [main] INFO   - 	 Immigrating...
208272 [main] INFO   - 	 Sorting...
215523 [main] INFO   - 	 Crossing over...
215526 [main] INFO   - 	 Sorting...
228828 [main] INFO   - 	 Culling...
228838 [main] INFO   - 	 Reporting...
228838 [main] INFO   - 	 gen=10, highest: fit=0.9963;[7, 8, 15, 17, 20, 25, 26, 28, 34, 38, 42, 48, 4, 12, 13, 18, 19, 22, 29, 30, 35, 39, 41, 46, 1, 2, 6, 16, 21, 24, 27, 31, 32, 40, 43, 45, 3, 5, 9, 10, 11, 14, 23, 33, 36, 37, 44, 47]
228838 [main] INFO   - 	 gen=10, median: fit=0.96934;[10, 11, 12, 17, 21, 23, 26, 29, 32, 36, 43, 48, 4, 5, 18, 19, 20, 22, 30, 31, 34, 35, 37, 47, 3, 6, 7, 8, 13, 15, 16, 28, 33, 44, 45, 46, 1, 2, 9, 14, 24, 25, 27, 38, 39, 40, 41, 42]
228839 [main] INFO   - 	 Mutating...
228841 [main] INFO   - 	 Immigrating...
228842 [main] INFO   - 	 Sorting...
236096 [main] INFO   - 	 Crossing over...
236099 [main] INFO   - 	 Sorting...
249275 [main] INFO   - 	 Culling...
249291 [main] INFO   - 	 Reporting...
249292 [main] INFO   - 	 gen=11, highest: fit=0.99795;[1, 5, 11, 13, 19, 20, 22, 24, 35, 42, 45, 46, 3, 6, 8, 9, 18, 23, 25, 28, 33, 41, 44, 47, 2, 4, 7, 10, 14, 16, 34, 36, 37, 38, 39, 43, 12, 15, 17, 21, 26, 27, 29, 30, 31, 32, 40, 48]
249292 [main] INFO   - 	 gen=11, median: fit=0.97208;[1, 12, 18, 22, 23, 25, 29, 30, 32, 34, 40, 46, 2, 3, 10, 15, 17, 24, 27, 35, 36, 38, 41, 47, 4, 7, 11, 13, 14, 16, 20, 28, 33, 42, 44, 45, 5, 6, 8, 9, 19, 21, 26, 31, 37, 39, 43, 48]
249292 [main] INFO   - 	 Mutating...
249294 [main] INFO   - 	 Immigrating...
249295 [main] INFO   - 	 Sorting...
256550 [main] INFO   - 	 Crossing over...
256553 [main] INFO   - 	 Sorting...
269731 [main] INFO   - 	 Culling...
269741 [main] INFO   - 	 Reporting...
269741 [main] INFO   - 	 gen=12, highest: fit=0.99795;[1, 5, 11, 13, 19, 20, 22, 24, 35, 42, 45, 46, 3, 6, 8, 9, 18, 23, 25, 28, 33, 41, 44, 47, 2, 4, 7, 10, 14, 16, 34, 36, 37, 38, 39, 43, 12, 15, 17, 21, 26, 27, 29, 30, 31, 32, 40, 48]
269742 [main] INFO   - 	 gen=12, median: fit=0.9738;[7, 9, 12, 14, 21, 22, 25, 30, 31, 33, 44, 47, 5, 8, 10, 11, 13, 16, 24, 37, 38, 41, 42, 43, 1, 2, 3, 17, 18, 19, 20, 32, 34, 36, 46, 48, 4, 6, 15, 23, 26, 27, 28, 29, 35, 39, 40, 45]
269742 [main] INFO   - 	 Mutating...
269744 [main] INFO   - 	 Immigrating...
269745 [main] INFO   - 	 Sorting...
276999 [main] INFO   - 	 Crossing over...
277002 [main] INFO   - 	 Sorting...
290181 [main] INFO   - 	 Culling...
290190 [main] INFO   - 	 Reporting...
290191 [main] INFO   - 	 gen=13, highest: fit=0.99795;[1, 5, 11, 13, 19, 20, 22, 24, 35, 42, 45, 46, 3, 6, 8, 9, 18, 23, 25, 28, 33, 41, 44, 47, 2, 4, 7, 10, 14, 16, 34, 36, 37, 38, 39, 43, 12, 15, 17, 21, 26, 27, 29, 30, 31, 32, 40, 48]
290191 [main] INFO   - 	 gen=13, median: fit=0.97537;[3, 10, 13, 17, 18, 19, 26, 30, 33, 35, 42, 48, 1, 2, 5, 7, 9, 16, 22, 29, 37, 41, 44, 45, 4, 8, 11, 20, 21, 24, 25, 28, 31, 38, 46, 47, 6, 12, 14, 15, 23, 27, 32, 34, 36, 39, 40, 43]
290191 [main] INFO   - 	 Mutating...
290202 [main] INFO   - 	 Immigrating...
290203 [main] INFO   - 	 Sorting...
297462 [main] INFO   - 	 Crossing over...
297465 [main] INFO   - 	 Sorting...
310645 [main] INFO   - 	 Culling...
310655 [main] INFO   - 	 Reporting...
310655 [main] INFO   - 	 gen=14, highest: fit=0.99795;[1, 5, 11, 13, 19, 20, 22, 24, 35, 42, 45, 46, 3, 6, 8, 9, 18, 23, 25, 28, 33, 41, 44, 47, 2, 4, 7, 10, 14, 16, 34, 36, 37, 38, 39, 43, 12, 15, 17, 21, 26, 27, 29, 30, 31, 32, 40, 48]
310655 [main] INFO   - 	 gen=14, median: fit=0.97659;[1, 3, 4, 7, 25, 30, 33, 35, 36, 37, 38, 41, 2, 5, 8, 11, 13, 16, 17, 29, 39, 40, 46, 47, 10, 12, 15, 18, 19, 21, 22, 28, 32, 34, 44, 48, 6, 9, 14, 20, 23, 24, 26, 27, 31, 42, 43, 45]
310655 [main] INFO   - 	 Mutating...
310657 [main] INFO   - 	 Immigrating...
310658 [main] INFO   - 	 Sorting...
317914 [main] INFO   - 	 Crossing over...
317917 [main] INFO   - 	 Sorting...
331096 [main] INFO   - 	 Culling...
331107 [main] INFO   - 	 Reporting...
331107 [main] INFO   - 	 gen=15, highest: fit=0.99795;[1, 5, 11, 13, 19, 20, 22, 24, 35, 42, 45, 46, 3, 6, 8, 9, 18, 23, 25, 28, 33, 41, 44, 47, 2, 4, 7, 10, 14, 16, 34, 36, 37, 38, 39, 43, 12, 15, 17, 21, 26, 27, 29, 30, 31, 32, 40, 48]
331107 [main] INFO   - 	 gen=15, median: fit=0.97788;[4, 8, 14, 16, 20, 22, 23, 30, 37, 38, 45, 46, 1, 7, 10, 24, 25, 26, 27, 34, 36, 39, 41, 42, 6, 11, 13, 17, 19, 21, 28, 31, 32, 33, 44, 48, 2, 3, 5, 9, 12, 15, 18, 29, 35, 40, 43, 47]
331107 [main] INFO   - 	 Mutating...
331110 [main] INFO   - 	 Immigrating...
331111 [main] INFO   - 	 Sorting...
338373 [main] INFO   - 	 Crossing over...
338381 [main] INFO   - 	 Sorting...
351559 [main] INFO   - 	 Culling...
351569 [main] INFO   - 	 Reporting...
351569 [main] INFO   - 	 gen=16, highest: fit=0.99795;[1, 5, 11, 13, 19, 20, 22, 24, 35, 42, 45, 46, 3, 6, 8, 9, 18, 23, 25, 28, 33, 41, 44, 47, 2, 4, 7, 10, 14, 16, 34, 36, 37, 38, 39, 43, 12, 15, 17, 21, 26, 27, 29, 30, 31, 32, 40, 48]
351569 [main] INFO   - 	 gen=16, median: fit=0.97895;[2, 3, 4, 6, 8, 9, 14, 20, 33, 43, 46, 48, 7, 11, 15, 17, 21, 25, 27, 28, 31, 37, 41, 47, 10, 12, 13, 18, 24, 26, 29, 30, 35, 39, 44, 45, 1, 5, 16, 19, 22, 23, 32, 34, 36, 38, 40, 42]
351569 [main] INFO   - 	 Mutating...
351571 [main] INFO   - 	 Immigrating...
351572 [main] INFO   - 	 Sorting...
358834 [main] INFO   - 	 Crossing over...
358837 [main] INFO   - 	 Sorting...
372015 [main] INFO   - 	 Culling...
372025 [main] INFO   - 	 Reporting...
372025 [main] INFO   - 	 gen=17, highest: fit=0.99795;[1, 5, 11, 13, 19, 20, 22, 24, 35, 42, 45, 46, 3, 6, 8, 9, 18, 23, 25, 28, 33, 41, 44, 47, 2, 4, 7, 10, 14, 16, 34, 36, 37, 38, 39, 43, 12, 15, 17, 21, 26, 27, 29, 30, 31, 32, 40, 48]
372026 [main] INFO   - 	 gen=17, median: fit=0.98009;[3, 4, 6, 8, 10, 15, 30, 33, 34, 35, 45, 46, 1, 2, 9, 11, 12, 14, 20, 26, 32, 44, 47, 48, 18, 19, 22, 23, 24, 25, 29, 31, 36, 37, 38, 40, 5, 7, 13, 16, 17, 21, 27, 28, 39, 41, 42, 43]
372026 [main] INFO   - 	 Mutating...
372027 [main] INFO   - 	 Immigrating...
372028 [main] INFO   - 	 Sorting...
379286 [main] INFO   - 	 Crossing over...
379288 [main] INFO   - 	 Sorting...
392477 [main] INFO   - 	 Culling...
392487 [main] INFO   - 	 Reporting...
392488 [main] INFO   - 	 gen=18, highest: fit=0.99795;[1, 5, 11, 13, 19, 20, 22, 24, 35, 42, 45, 46, 3, 6, 8, 9, 18, 23, 25, 28, 33, 41, 44, 47, 2, 4, 7, 10, 14, 16, 34, 36, 37, 38, 39, 43, 12, 15, 17, 21, 26, 27, 29, 30, 31, 32, 40, 48]
392488 [main] INFO   - 	 gen=18, median: fit=0.98123;[1, 2, 6, 9, 14, 17, 25, 30, 31, 43, 44, 47, 7, 8, 13, 15, 20, 24, 26, 28, 37, 38, 42, 45, 5, 11, 19, 21, 22, 27, 32, 33, 34, 36, 39, 41, 3, 4, 10, 12, 16, 18, 23, 29, 35, 40, 46, 48]
392488 [main] INFO   - 	 Mutating...
392490 [main] INFO   - 	 Immigrating...
392491 [main] INFO   - 	 Sorting...
399750 [main] INFO   - 	 Crossing over...
399753 [main] INFO   - 	 Sorting...
412933 [main] INFO   - 	 Culling...
412943 [main] INFO   - 	 Reporting...
412944 [main] INFO   - 	 gen=19, highest: fit=0.99795;[1, 5, 11, 13, 19, 20, 22, 24, 35, 42, 45, 46, 3, 6, 8, 9, 18, 23, 25, 28, 33, 41, 44, 47, 2, 4, 7, 10, 14, 16, 34, 36, 37, 38, 39, 43, 12, 15, 17, 21, 26, 27, 29, 30, 31, 32, 40, 48]
412944 [main] INFO   - 	 gen=19, median: fit=0.98238;[2, 3, 4, 6, 8, 9, 14, 20, 33, 43, 46, 48, 5, 11, 13, 19, 21, 26, 28, 29, 34, 39, 41, 45, 1, 7, 10, 17, 23, 24, 30, 32, 35, 36, 37, 47, 12, 15, 16, 18, 22, 25, 27, 31, 38, 40, 42, 44]
412944 [main] INFO   - 	 Mutating...
412946 [main] INFO   - 	 Immigrating...
412947 [main] INFO   - 	 Sorting...
420209 [main] INFO   - 	 Crossing over...
420217 [main] INFO   - 	 Sorting...
433401 [main] INFO   - 	 Culling...
433411 [main] INFO   - 	 Reporting...
433412 [main] INFO   - 	 gen=20, highest: fit=0.99795;[1, 5, 11, 13, 19, 20, 22, 24, 35, 42, 45, 46, 3, 6, 8, 9, 18, 23, 25, 28, 33, 41, 44, 47, 2, 4, 7, 10, 14, 16, 34, 36, 37, 38, 39, 43, 12, 15, 17, 21, 26, 27, 29, 30, 31, 32, 40, 48]
433412 [main] INFO   - 	 gen=20, median: fit=0.9833;[9, 10, 11, 16, 17, 26, 27, 28, 30, 34, 47, 48, 1, 3, 14, 18, 19, 20, 31, 32, 33, 36, 43, 46, 2, 4, 5, 8, 12, 22, 24, 35, 38, 41, 42, 44, 6, 7, 13, 15, 21, 23, 25, 29, 37, 39, 40, 45]
433412 [main] INFO   - 	 Mutating...
433414 [main] INFO   - 	 Immigrating...
433415 [main] INFO   - 	 Sorting...
440683 [main] INFO   - 	 Crossing over...
440686 [main] INFO   - 	 Sorting...
453889 [main] INFO   - 	 Culling...
453898 [main] INFO   - 	 Reporting...
453899 [main] INFO   - 	 gen=21, highest: fit=0.99795;[1, 5, 11, 13, 19, 20, 22, 24, 35, 42, 45, 46, 3, 6, 8, 9, 18, 23, 25, 28, 33, 41, 44, 47, 2, 4, 7, 10, 14, 16, 34, 36, 37, 38, 39, 43, 12, 15, 17, 21, 26, 27, 29, 30, 31, 32, 40, 48]
453899 [main] INFO   - 	 gen=21, median: fit=0.98418;[2, 4, 6, 13, 16, 23, 26, 30, 35, 40, 44, 46, 3, 7, 8, 12, 21, 22, 27, 31, 39, 41, 42, 43, 5, 11, 15, 18, 19, 20, 24, 29, 32, 38, 45, 47, 1, 9, 10, 14, 17, 25, 28, 33, 34, 36, 37, 48]
453899 [main] INFO   - 	 Mutating...
453901 [main] INFO   - 	 Immigrating...
453902 [main] INFO   - 	 Sorting...
461175 [main] INFO   - 	 Crossing over...
461182 [main] INFO   - 	 Sorting...
474384 [main] INFO   - 	 Culling...
474395 [main] INFO   - 	 Reporting...
474395 [main] INFO   - 	 gen=22, highest: fit=0.9981;[5, 13, 15, 19, 21, 23, 25, 32, 35, 38, 40, 47, 3, 7, 8, 11, 12, 14, 29, 30, 33, 41, 44, 46, 2, 9, 16, 17, 18, 24, 26, 34, 36, 39, 42, 43, 1, 4, 6, 10, 20, 22, 27, 28, 31, 37, 45, 48]
474395 [main] INFO   - 	 gen=22, median: fit=0.98487;[1, 2, 4, 6, 9, 14, 17, 25, 38, 41, 46, 47, 3, 8, 20, 24, 26, 27, 29, 33, 34, 36, 39, 40, 5, 10, 11, 13, 22, 28, 30, 31, 35, 37, 43, 45, 7, 12, 15, 16, 18, 19, 21, 23, 32, 42, 44, 48]
474395 [main] INFO   - 	 Mutating...
474397 [main] INFO   - 	 Immigrating...
474398 [main] INFO   - 	 Sorting...
481678 [main] INFO   - 	 Crossing over...
481680 [main] INFO   - 	 Sorting...
494883 [main] INFO   - 	 Culling...
494894 [main] INFO   - 	 Reporting...
494894 [main] INFO   - 	 gen=23, highest: fit=0.9981;[5, 13, 15, 19, 21, 23, 25, 32, 35, 38, 40, 47, 3, 7, 8, 11, 12, 14, 29, 30, 33, 41, 44, 46, 2, 9, 16, 17, 18, 24, 26, 34, 36, 39, 42, 43, 1, 4, 6, 10, 20, 22, 27, 28, 31, 37, 45, 48]
494894 [main] INFO   - 	 gen=23, median: fit=0.98571;[1, 2, 4, 6, 9, 14, 17, 25, 38, 41, 46, 47, 3, 8, 20, 24, 26, 27, 29, 33, 34, 36, 39, 40, 5, 7, 10, 12, 16, 18, 28, 32, 35, 42, 43, 44, 11, 13, 15, 19, 21, 22, 23, 30, 31, 37, 45, 48]
494894 [main] INFO   - 	 Mutating...
494896 [main] INFO   - 	 Immigrating...
494900 [main] INFO   - 	 Sorting...
502175 [main] INFO   - 	 Crossing over...
502177 [main] INFO   - 	 Sorting...
515378 [main] INFO   - 	 Culling...
515388 [main] INFO   - 	 Reporting...
515388 [main] INFO   - 	 gen=24, highest: fit=0.9981;[5, 13, 15, 19, 21, 23, 25, 32, 35, 38, 40, 47, 3, 7, 8, 11, 12, 14, 29, 30, 33, 41, 44, 46, 2, 9, 16, 17, 18, 24, 26, 34, 36, 39, 42, 43, 1, 4, 6, 10, 20, 22, 27, 28, 31, 37, 45, 48]
515388 [main] INFO   - 	 gen=24, median: fit=0.98633;[3, 10, 13, 19, 21, 23, 29, 30, 35, 36, 43, 45, 2, 5, 7, 9, 16, 18, 26, 31, 32, 38, 47, 48, 4, 6, 8, 11, 14, 20, 28, 33, 34, 39, 41, 46, 1, 12, 15, 17, 22, 24, 25, 27, 37, 40, 42, 44]
515388 [main] INFO   - 	 Mutating...
515390 [main] INFO   - 	 Immigrating...
515391 [main] INFO   - 	 Sorting...
522668 [main] INFO   - 	 Crossing over...
522670 [main] INFO   - 	 Sorting...
535854 [main] INFO   - 	 Culling...
535867 [main] INFO   - 	 Reporting...
535867 [main] INFO   - 	 gen=25, highest: fit=0.9981;[5, 13, 15, 19, 21, 23, 25, 32, 35, 38, 40, 47, 3, 7, 8, 11, 12, 14, 29, 30, 33, 41, 44, 46, 2, 9, 16, 17, 18, 24, 26, 34, 36, 39, 42, 43, 1, 4, 6, 10, 20, 22, 27, 28, 31, 37, 45, 48]
535867 [main] INFO   - 	 gen=25, median: fit=0.98707;[2, 3, 4, 6, 8, 9, 14, 20, 33, 43, 46, 48, 5, 11, 13, 19, 21, 26, 28, 29, 34, 39, 41, 45, 1, 7, 10, 17, 23, 24, 25, 32, 36, 37, 40, 47, 12, 15, 16, 18, 22, 27, 30, 31, 35, 38, 42, 44]
535867 [main] INFO   - 	 Mutating...
535870 [main] INFO   - 	 Immigrating...
535871 [main] INFO   - 	 Sorting...
543140 [main] INFO   - 	 Crossing over...
543142 [main] INFO   - 	 Sorting...
556321 [main] INFO   - 	 Culling...
556331 [main] INFO   - 	 Reporting...
556331 [main] INFO   - 	 gen=26, highest: fit=0.9981;[5, 13, 15, 19, 21, 23, 25, 32, 35, 38, 40, 47, 3, 7, 8, 11, 12, 14, 29, 30, 33, 41, 44, 46, 2, 9, 16, 17, 18, 24, 26, 34, 36, 39, 42, 43, 1, 4, 6, 10, 20, 22, 27, 28, 31, 37, 45, 48]
556331 [main] INFO   - 	 gen=26, median: fit=0.98768;[2, 4, 6, 13, 16, 23, 26, 30, 35, 40, 44, 46, 7, 8, 10, 11, 12, 27, 28, 31, 38, 39, 41, 43, 1, 3, 5, 15, 21, 22, 25, 29, 34, 37, 42, 48, 9, 14, 17, 18, 19, 20, 24, 32, 33, 36, 45, 47]
556331 [main] INFO   - 	 Mutating...
556333 [main] INFO   - 	 Immigrating...
556335 [main] INFO   - 	 Sorting...
563600 [main] INFO   - 	 Crossing over...
563602 [main] INFO   - 	 Sorting...
576783 [main] INFO   - 	 Culling...
576796 [main] INFO   - 	 Reporting...
576796 [main] INFO   - 	 gen=27, highest: fit=0.9981;[5, 13, 15, 19, 21, 23, 25, 32, 35, 38, 40, 47, 3, 7, 8, 11, 12, 14, 29, 30, 33, 41, 44, 46, 2, 9, 16, 17, 18, 24, 26, 34, 36, 39, 42, 43, 1, 4, 6, 10, 20, 22, 27, 28, 31, 37, 45, 48]
576796 [main] INFO   - 	 gen=27, median: fit=0.98849;[2, 3, 4, 6, 8, 9, 14, 20, 33, 43, 46, 48, 5, 11, 13, 19, 21, 26, 28, 29, 34, 39, 41, 45, 1, 7, 10, 17, 23, 24, 25, 32, 36, 37, 40, 47, 12, 15, 16, 18, 22, 27, 30, 31, 35, 38, 42, 44]
576796 [main] INFO   - 	 Mutating...
576799 [main] INFO   - 	 Immigrating...
576800 [main] INFO   - 	 Sorting...
584066 [main] INFO   - 	 Crossing over...
584069 [main] INFO   - 	 Sorting...
597254 [main] INFO   - 	 Culling...
597267 [main] INFO   - 	 Reporting...
