0    [main] INFO   - 	 === Sub-population #0 ===
44995 [main] INFO   - 	 Immigrating...
44997 [main] INFO   - 	 Sorting...
53059 [main] INFO   - 	 Crossing over...
53063 [main] INFO   - 	 Sorting...
57691 [main] INFO   - 	 Culling...
57702 [main] INFO   - 	 Reporting...
57702 [main] INFO   - 	 gen=2, highest: fit=0.97728125;[3, 6, 12, 15, 21, 22, 23, 26, 27, 37, 43, 48, 2, 7, 10, 16, 18, 19, 34, 35, 36, 38, 40, 44, 1, 8, 13, 14, 17, 20, 30, 31, 33, 41, 45, 46, 4, 5, 9, 11, 24, 25, 28, 29, 32, 39, 42, 47]
57702 [main] INFO   - 	 gen=2, median: fit=0.927484375;[1, 9, 16, 25, 26, 27, 29, 30, 31, 33, 41, 47, 2, 3, 5, 15, 17, 19, 23, 32, 38, 43, 44, 45, 6, 8, 10, 11, 14, 18, 24, 28, 36, 42, 46, 48, 4, 7, 12, 13, 20, 21, 22, 34, 35, 37, 39, 40]
57702 [main] INFO   - 	 Mutating...
57704 [main] INFO   - 	 Immigrating...
57705 [main] INFO   - 	 Sorting...
65762 [main] INFO   - 	 Crossing over...
65765 [main] INFO   - 	 Sorting...
70360 [main] INFO   - 	 Culling...
70371 [main] INFO   - 	 Reporting...
70371 [main] INFO   - 	 gen=3, highest: fit=0.97728125;[3, 6, 12, 15, 21, 22, 23, 26, 27, 37, 43, 48, 2, 7, 10, 16, 18, 19, 34, 35, 36, 38, 40, 44, 1, 8, 13, 14, 17, 20, 30, 31, 33, 41, 45, 46, 4, 5, 9, 11, 24, 25, 28, 29, 32, 39, 42, 47]
70372 [main] INFO   - 	 gen=3, median: fit=0.932765625;[8, 12, 13, 15, 19, 22, 23, 29, 30, 38, 41, 44, 2, 6, 7, 16, 18, 20, 21, 25, 31, 39, 45, 46, 4, 5, 10, 11, 24, 26, 32, 35, 36, 37, 42, 48, 1, 3, 9, 14, 17, 27, 28, 33, 34, 40, 43, 47]
70372 [main] INFO   - 	 Mutating...
70374 [main] INFO   - 	 Immigrating...
70375 [main] INFO   - 	 Sorting...
78538 [main] INFO   - 	 Crossing over...
78542 [main] INFO   - 	 Sorting...
83194 [main] INFO   - 	 Culling...
83204 [main] INFO   - 	 Reporting...
83205 [main] INFO   - 	 gen=4, highest: fit=0.97728125;[3, 6, 12, 15, 21, 22, 23, 26, 27, 37, 43, 48, 2, 7, 10, 16, 18, 19, 34, 35, 36, 38, 40, 44, 1, 8, 13, 14, 17, 20, 30, 31, 33, 41, 45, 46, 4, 5, 9, 11, 24, 25, 28, 29, 32, 39, 42, 47]
83205 [main] INFO   - 	 gen=4, median: fit=0.937;[1, 10, 13, 15, 17, 21, 31, 35, 36, 37, 45, 47, 3, 11, 14, 16, 23, 24, 29, 34, 38, 42, 43, 48, 2, 5, 9, 12, 18, 20, 22, 32, 39, 40, 41, 44, 4, 6, 7, 8, 19, 25, 26, 27, 28, 30, 33, 46]
83205 [main] INFO   - 	 Mutating...
83207 [main] INFO   - 	 Immigrating...
83209 [main] INFO   - 	 Sorting...
91309 [main] INFO   - 	 Crossing over...
91313 [main] INFO   - 	 Sorting...
95958 [main] INFO   - 	 Culling...
95968 [main] INFO   - 	 Reporting...
95968 [main] INFO   - 	 gen=5, highest: fit=0.97728125;[3, 6, 12, 15, 21, 22, 23, 26, 27, 37, 43, 48, 2, 7, 10, 16, 18, 19, 34, 35, 36, 38, 40, 44, 1, 8, 13, 14, 17, 20, 30, 31, 33, 41, 45, 46, 4, 5, 9, 11, 24, 25, 28, 29, 32, 39, 42, 47]
95969 [main] INFO   - 	 gen=5, median: fit=0.941109375;[5, 10, 11, 15, 20, 22, 23, 27, 33, 36, 46, 47, 4, 8, 12, 14, 18, 19, 24, 32, 37, 41, 44, 48, 2, 6, 7, 9, 13, 26, 29, 30, 31, 35, 38, 43, 1, 3, 16, 17, 21, 25, 28, 34, 39, 40, 42, 45]
95969 [main] INFO   - 	 Mutating...
95971 [main] INFO   - 	 Immigrating...
95972 [main] INFO   - 	 Sorting...
104010 [main] INFO   - 	 Crossing over...
104014 [main] INFO   - 	 Sorting...
108639 [main] INFO   - 	 Culling...
108650 [main] INFO   - 	 Reporting...
108650 [main] INFO   - 	 gen=6, highest: fit=0.97728125;[3, 6, 12, 15, 21, 22, 23, 26, 27, 37, 43, 48, 2, 7, 10, 16, 18, 19, 34, 35, 36, 38, 40, 44, 1, 8, 13, 14, 17, 20, 30, 31, 33, 41, 45, 46, 4, 5, 9, 11, 24, 25, 28, 29, 32, 39, 42, 47]
108651 [main] INFO   - 	 gen=6, median: fit=0.9441875;[5, 10, 11, 15, 20, 22, 23, 27, 33, 36, 46, 47, 4, 8, 12, 14, 18, 19, 24, 32, 37, 41, 44, 48, 2, 6, 7, 9, 13, 26, 29, 30, 31, 35, 38, 43, 1, 3, 16, 17, 21, 25, 28, 34, 39, 40, 42, 45]
108651 [main] INFO   - 	 Mutating...
108653 [main] INFO   - 	 Immigrating...
108654 [main] INFO   - 	 Sorting...
116753 [main] INFO   - 	 Crossing over...
116757 [main] INFO   - 	 Sorting...
121374 [main] INFO   - 	 Culling...
121384 [main] INFO   - 	 Reporting...
121384 [main] INFO   - 	 gen=7, highest: fit=0.97728125;[3, 6, 12, 15, 21, 22, 23, 26, 27, 37, 43, 48, 2, 7, 10, 16, 18, 19, 34, 35, 36, 38, 40, 44, 1, 8, 13, 14, 17, 20, 30, 31, 33, 41, 45, 46, 4, 5, 9, 11, 24, 25, 28, 29, 32, 39, 42, 47]
121385 [main] INFO   - 	 gen=7, median: fit=0.946796875;[1, 6, 7, 14, 21, 25, 32, 33, 35, 40, 41, 46, 4, 13, 16, 18, 20, 23, 28, 30, 34, 39, 44, 48, 2, 3, 11, 12, 17, 19, 24, 31, 36, 37, 42, 47, 5, 8, 9, 10, 15, 22, 26, 27, 29, 38, 43, 45]
121385 [main] INFO   - 	 Mutating...
121387 [main] INFO   - 	 Immigrating...
121388 [main] INFO   - 	 Sorting...
129438 [main] INFO   - 	 Crossing over...
129441 [main] INFO   - 	 Sorting...
134035 [main] INFO   - 	 Culling...
134045 [main] INFO   - 	 Reporting...
134046 [main] INFO   - 	 gen=8, highest: fit=0.97728125;[3, 6, 12, 15, 21, 22, 23, 26, 27, 37, 43, 48, 2, 7, 10, 16, 18, 19, 34, 35, 36, 38, 40, 44, 1, 8, 13, 14, 17, 20, 30, 31, 33, 41, 45, 46, 4, 5, 9, 11, 24, 25, 28, 29, 32, 39, 42, 47]
134046 [main] INFO   - 	 gen=8, median: fit=0.949;[6, 7, 8, 9, 12, 20, 23, 32, 34, 39, 41, 45, 5, 11, 14, 15, 18, 27, 31, 33, 35, 42, 47, 48, 2, 3, 13, 19, 21, 24, 26, 28, 29, 37, 40, 46, 1, 4, 10, 16, 17, 22, 25, 30, 36, 38, 43, 44]
134046 [main] INFO   - 	 Mutating...
134048 [main] INFO   - 	 Immigrating...
134049 [main] INFO   - 	 Sorting...
142051 [main] INFO   - 	 Crossing over...
142055 [main] INFO   - 	 Sorting...
146646 [main] INFO   - 	 Culling...
146656 [main] INFO   - 	 Reporting...
146657 [main] INFO   - 	 gen=9, highest: fit=0.97728125;[3, 6, 12, 15, 21, 22, 23, 26, 27, 37, 43, 48, 2, 7, 10, 16, 18, 19, 34, 35, 36, 38, 40, 44, 1, 8, 13, 14, 17, 20, 30, 31, 33, 41, 45, 46, 4, 5, 9, 11, 24, 25, 28, 29, 32, 39, 42, 47]
146657 [main] INFO   - 	 gen=9, median: fit=0.9515;[6, 8, 9, 11, 13, 19, 24, 34, 37, 42, 44, 45, 2, 5, 16, 17, 20, 25, 27, 30, 33, 36, 41, 48, 1, 4, 14, 15, 22, 23, 29, 31, 38, 39, 46, 47, 3, 7, 10, 12, 18, 21, 26, 28, 32, 35, 40, 43]
146657 [main] INFO   - 	 Mutating...
146659 [main] INFO   - 	 Immigrating...
146660 [main] INFO   - 	 Sorting...
154667 [main] INFO   - 	 Crossing over...
154671 [main] INFO   - 	 Sorting...
159276 [main] INFO   - 	 Culling...
159286 [main] INFO   - 	 Reporting...
159287 [main] INFO   - 	 gen=10, highest: fit=0.97728125;[3, 6, 12, 15, 21, 22, 23, 26, 27, 37, 43, 48, 2, 7, 10, 16, 18, 19, 34, 35, 36, 38, 40, 44, 1, 8, 13, 14, 17, 20, 30, 31, 33, 41, 45, 46, 4, 5, 9, 11, 24, 25, 28, 29, 32, 39, 42, 47]
159287 [main] INFO   - 	 gen=10, median: fit=0.95325625;[2, 5, 7, 15, 21, 23, 24, 25, 26, 43, 44, 45, 1, 8, 12, 13, 14, 22, 32, 35, 37, 41, 42, 47, 4, 6, 9, 10, 17, 27, 28, 31, 33, 36, 39, 48, 3, 11, 16, 18, 19, 20, 29, 30, 34, 38, 40, 46]
159287 [main] INFO   - 	 Mutating...
159290 [main] INFO   - 	 Immigrating...
159291 [main] INFO   - 	 Sorting...
167280 [main] INFO   - 	 Crossing over...
167284 [main] INFO   - 	 Sorting...
171896 [main] INFO   - 	 Culling...
171906 [main] INFO   - 	 Reporting...
171906 [main] INFO   - 	 gen=11, highest: fit=0.983359375;[3, 7, 11, 13, 15, 25, 26, 29, 36, 37, 42, 48, 4, 5, 8, 18, 20, 21, 24, 28, 32, 38, 46, 47, 2, 6, 12, 16, 19, 22, 23, 31, 39, 40, 43, 45, 1, 9, 10, 14, 17, 27, 30, 33, 34, 35, 41, 44]
171907 [main] INFO   - 	 gen=11, median: fit=0.95490625;[3, 5, 9, 15, 17, 19, 27, 30, 34, 35, 42, 48, 2, 10, 11, 14, 16, 22, 25, 28, 33, 38, 40, 47, 1, 7, 12, 13, 18, 23, 24, 26, 32, 39, 44, 45, 4, 6, 8, 20, 21, 29, 31, 36, 37, 41, 43, 46]
171907 [main] INFO   - 	 Mutating...
171909 [main] INFO   - 	 Immigrating...
171910 [main] INFO   - 	 Sorting...
179931 [main] INFO   - 	 Crossing over...
179934 [main] INFO   - 	 Sorting...
184519 [main] INFO   - 	 Culling...
184529 [main] INFO   - 	 Reporting...
184529 [main] INFO   - 	 gen=12, highest: fit=0.98565625;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
184529 [main] INFO   - 	 gen=12, median: fit=0.9566250000000001;[5, 9, 15, 16, 18, 19, 23, 33, 37, 42, 43, 45, 3, 6, 7, 8, 13, 21, 25, 31, 34, 38, 40, 44, 2, 4, 11, 12, 17, 26, 27, 32, 35, 36, 41, 48, 1, 10, 14, 20, 22, 24, 28, 29, 30, 39, 46, 47]
184529 [main] INFO   - 	 Mutating...
184532 [main] INFO   - 	 Immigrating...
184533 [main] INFO   - 	 Sorting...
192539 [main] INFO   - 	 Crossing over...
192543 [main] INFO   - 	 Sorting...
197146 [main] INFO   - 	 Culling...
197156 [main] INFO   - 	 Reporting...
197157 [main] INFO   - 	 gen=13, highest: fit=0.98565625;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
197157 [main] INFO   - 	 gen=13, median: fit=0.958140625;[3, 7, 10, 16, 24, 28, 30, 31, 36, 37, 47, 48, 5, 6, 8, 15, 21, 25, 26, 27, 35, 40, 45, 46, 1, 9, 11, 12, 17, 18, 23, 29, 33, 34, 41, 44, 2, 4, 13, 14, 19, 20, 22, 32, 38, 39, 42, 43]
197157 [main] INFO   - 	 Mutating...
197160 [main] INFO   - 	 Immigrating...
197161 [main] INFO   - 	 Sorting...
205350 [main] INFO   - 	 Crossing over...
205354 [main] INFO   - 	 Sorting...
209984 [main] INFO   - 	 Culling...
209994 [main] INFO   - 	 Reporting...
209995 [main] INFO   - 	 gen=14, highest: fit=0.986953125;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
209995 [main] INFO   - 	 gen=14, median: fit=0.959515625;[2, 5, 8, 12, 14, 25, 27, 31, 32, 38, 44, 47, 4, 10, 13, 16, 18, 20, 24, 35, 41, 42, 43, 45, 3, 6, 7, 15, 21, 22, 23, 28, 36, 37, 40, 48, 1, 9, 11, 17, 19, 26, 29, 30, 33, 34, 39, 46]
209995 [main] INFO   - 	 Mutating...
209998 [main] INFO   - 	 Immigrating...
209999 [main] INFO   - 	 Sorting...
218231 [main] INFO   - 	 Crossing over...
218234 [main] INFO   - 	 Sorting...
222895 [main] INFO   - 	 Culling...
222905 [main] INFO   - 	 Reporting...
222905 [main] INFO   - 	 gen=15, highest: fit=0.986953125;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
222905 [main] INFO   - 	 gen=15, median: fit=0.9610625;[2, 5, 7, 13, 22, 24, 25, 33, 39, 40, 42, 45, 3, 4, 12, 18, 20, 26, 29, 31, 36, 38, 41, 46, 1, 9, 10, 14, 16, 17, 28, 30, 35, 37, 44, 48, 6, 8, 11, 15, 19, 21, 23, 27, 32, 34, 43, 47]
222905 [main] INFO   - 	 Mutating...
222908 [main] INFO   - 	 Immigrating...
222909 [main] INFO   - 	 Sorting...
231017 [main] INFO   - 	 Crossing over...
231021 [main] INFO   - 	 Sorting...
235699 [main] INFO   - 	 Culling...
235709 [main] INFO   - 	 Reporting...
235710 [main] INFO   - 	 gen=16, highest: fit=0.986953125;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
235710 [main] INFO   - 	 gen=16, median: fit=0.9619375;[5, 7, 15, 16, 17, 20, 28, 30, 35, 36, 40, 48, 2, 3, 13, 18, 21, 24, 26, 31, 33, 34, 42, 47, 1, 6, 8, 10, 22, 23, 25, 32, 37, 39, 44, 46, 4, 9, 11, 12, 14, 19, 27, 29, 38, 41, 43, 45]
235710 [main] INFO   - 	 Mutating...
235713 [main] INFO   - 	 Immigrating...
235714 [main] INFO   - 	 Sorting...
243875 [main] INFO   - 	 Crossing over...
243879 [main] INFO   - 	 Sorting...
248525 [main] INFO   - 	 Culling...
248536 [main] INFO   - 	 Reporting...
248536 [main] INFO   - 	 gen=17, highest: fit=0.986953125;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
248536 [main] INFO   - 	 gen=17, median: fit=0.962578125;[3, 7, 11, 13, 15, 25, 26, 29, 36, 37, 42, 48, 4, 8, 10, 17, 19, 23, 28, 31, 35, 40, 45, 46, 1, 5, 6, 12, 18, 22, 27, 33, 34, 38, 39, 41, 2, 9, 14, 16, 20, 21, 24, 30, 32, 43, 44, 47]
248536 [main] INFO   - 	 Mutating...
248540 [main] INFO   - 	 Immigrating...
248541 [main] INFO   - 	 Sorting...
256650 [main] INFO   - 	 Crossing over...
256653 [main] INFO   - 	 Sorting...
261292 [main] INFO   - 	 Culling...
261303 [main] INFO   - 	 Reporting...
261303 [main] INFO   - 	 gen=18, highest: fit=0.986953125;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
261303 [main] INFO   - 	 gen=18, median: fit=0.9635;[3, 7, 8, 17, 18, 19, 22, 34, 37, 41, 42, 45, 1, 5, 10, 15, 25, 27, 30, 31, 32, 35, 39, 48, 6, 11, 12, 14, 21, 24, 26, 28, 33, 38, 46, 47, 2, 4, 9, 13, 16, 20, 23, 29, 36, 40, 43, 44]
261303 [main] INFO   - 	 Mutating...
261306 [main] INFO   - 	 Immigrating...
261307 [main] INFO   - 	 Sorting...
269419 [main] INFO   - 	 Crossing over...
269422 [main] INFO   - 	 Sorting...
274067 [main] INFO   - 	 Culling...
274077 [main] INFO   - 	 Reporting...
274078 [main] INFO   - 	 gen=19, highest: fit=0.986953125;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
274078 [main] INFO   - 	 gen=19, median: fit=0.96415625;[3, 7, 11, 13, 15, 25, 26, 29, 36, 37, 42, 48, 4, 5, 8, 18, 20, 21, 24, 28, 32, 38, 46, 47, 1, 6, 10, 14, 17, 19, 23, 27, 40, 41, 43, 45, 2, 9, 12, 16, 22, 30, 31, 33, 34, 35, 39, 44]
274078 [main] INFO   - 	 Mutating...
274081 [main] INFO   - 	 Immigrating...
274082 [main] INFO   - 	 Sorting...
282201 [main] INFO   - 	 Crossing over...
282204 [main] INFO   - 	 Sorting...
286848 [main] INFO   - 	 Culling...
286859 [main] INFO   - 	 Reporting...
286859 [main] INFO   - 	 gen=20, highest: fit=0.986953125;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
286860 [main] INFO   - 	 gen=20, median: fit=0.964890625;[3, 6, 12, 15, 21, 22, 23, 26, 27, 43, 47, 48, 2, 7, 10, 16, 18, 19, 34, 35, 36, 38, 40, 44, 1, 8, 13, 14, 17, 20, 30, 31, 33, 41, 45, 46, 4, 5, 9, 11, 24, 25, 28, 29, 32, 37, 39, 42]
286860 [main] INFO   - 	 Mutating...
286863 [main] INFO   - 	 Immigrating...
286864 [main] INFO   - 	 Sorting...
294972 [main] INFO   - 	 Crossing over...
294976 [main] INFO   - 	 Sorting...
299629 [main] INFO   - 	 Culling...
299639 [main] INFO   - 	 Reporting...
299639 [main] INFO   - 	 gen=21, highest: fit=0.986953125;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
299639 [main] INFO   - 	 gen=21, median: fit=0.9658125;[1, 6, 7, 20, 21, 26, 29, 30, 35, 39, 40, 44, 2, 5, 12, 13, 14, 23, 31, 33, 34, 38, 43, 46, 3, 10, 11, 15, 16, 18, 27, 28, 32, 36, 41, 48, 4, 8, 9, 17, 19, 22, 24, 25, 37, 42, 45, 47]
299639 [main] INFO   - 	 Mutating...
299643 [main] INFO   - 	 Immigrating...
299644 [main] INFO   - 	 Sorting...
307745 [main] INFO   - 	 Crossing over...
307748 [main] INFO   - 	 Sorting...
312397 [main] INFO   - 	 Culling...
312407 [main] INFO   - 	 Reporting...
312407 [main] INFO   - 	 gen=22, highest: fit=0.986953125;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
312408 [main] INFO   - 	 gen=22, median: fit=0.96684375;[5, 12, 13, 16, 17, 18, 30, 31, 34, 37, 42, 48, 2, 8, 9, 14, 24, 25, 27, 29, 32, 38, 44, 47, 1, 4, 6, 15, 21, 22, 23, 35, 36, 39, 41, 46, 3, 7, 10, 11, 19, 20, 26, 28, 33, 40, 43, 45]
312408 [main] INFO   - 	 Mutating...
312411 [main] INFO   - 	 Immigrating...
312412 [main] INFO   - 	 Sorting...
320524 [main] INFO   - 	 Crossing over...
320528 [main] INFO   - 	 Sorting...
325193 [main] INFO   - 	 Culling...
325203 [main] INFO   - 	 Reporting...
325204 [main] INFO   - 	 gen=23, highest: fit=0.986953125;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
325204 [main] INFO   - 	 gen=23, median: fit=0.96740625;[3, 7, 8, 17, 18, 19, 22, 34, 37, 41, 42, 45, 5, 10, 12, 14, 15, 16, 20, 31, 35, 38, 46, 48, 2, 6, 9, 13, 23, 25, 28, 29, 32, 36, 39, 47, 1, 4, 11, 21, 24, 26, 27, 30, 33, 40, 43, 44]
325204 [main] INFO   - 	 Mutating...
325207 [main] INFO   - 	 Immigrating...
325208 [main] INFO   - 	 Sorting...
333384 [main] INFO   - 	 Crossing over...
333387 [main] INFO   - 	 Sorting...
338019 [main] INFO   - 	 Culling...
338030 [main] INFO   - 	 Reporting...
338030 [main] INFO   - 	 gen=24, highest: fit=0.986953125;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
338031 [main] INFO   - 	 gen=24, median: fit=0.968234375;[1, 5, 15, 17, 21, 22, 23, 25, 31, 41, 44, 46, 2, 11, 12, 16, 18, 26, 29, 35, 37, 40, 42, 45, 4, 6, 7, 14, 19, 27, 28, 30, 32, 38, 39, 47, 3, 8, 9, 10, 13, 20, 24, 33, 34, 36, 43, 48]
338031 [main] INFO   - 	 Mutating...
338034 [main] INFO   - 	 Immigrating...
338035 [main] INFO   - 	 Sorting...
346147 [main] INFO   - 	 Crossing over...
346151 [main] INFO   - 	 Sorting...
350848 [main] INFO   - 	 Culling...
350858 [main] INFO   - 	 Reporting...
350858 [main] INFO   - 	 gen=25, highest: fit=0.986953125;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
350859 [main] INFO   - 	 gen=25, median: fit=0.968828125;[4, 8, 11, 14, 17, 19, 25, 31, 32, 33, 41, 47, 3, 6, 12, 15, 22, 23, 26, 27, 35, 38, 43, 48, 2, 7, 10, 16, 18, 20, 21, 34, 36, 40, 44, 45, 1, 5, 9, 13, 24, 28, 29, 30, 37, 39, 42, 46]
350859 [main] INFO   - 	 Mutating...
350862 [main] INFO   - 	 Immigrating...
350863 [main] INFO   - 	 Sorting...
358976 [main] INFO   - 	 Crossing over...
358980 [main] INFO   - 	 Sorting...
363607 [main] INFO   - 	 Culling...
363617 [main] INFO   - 	 Reporting...
363617 [main] INFO   - 	 gen=26, highest: fit=0.986953125;[6, 8, 9, 12, 18, 21, 27, 33, 37, 38, 39, 48, 2, 7, 13, 15, 16, 26, 28, 31, 32, 42, 43, 46, 4, 5, 10, 11, 17, 25, 29, 30, 34, 35, 44, 45, 1, 3, 14, 19, 20, 22, 23, 24, 36, 40, 41, 47]
363617 [main] INFO   - 	 gen=26, median: fit=0.969546875;[1, 7, 10, 14, 16, 30, 31, 32, 33, 36, 43, 48, 3, 9, 11, 13, 17, 20, 23, 28, 37, 38, 46, 47, 2, 4, 8, 18, 19, 24, 25, 27, 29, 39, 41, 44, 5, 6, 12, 15, 21, 22, 26, 34, 35, 40, 42, 45]
363617 [main] INFO   - 	 Mutating...
363621 [main] INFO   - 	 Immigrating...
363622 [main] INFO   - 	 Sorting...
371777 [main] INFO   - 	 Crossing over...
371781 [main] INFO   - 	 Sorting...
376424 [main] INFO   - 	 Culling...
376435 [main] INFO   - 	 Reporting...
376435 [main] INFO   - 	 gen=27, highest: fit=0.989484375;[3, 7, 11, 13, 15, 25, 26, 29, 36, 37, 42, 48, 4, 5, 8, 16, 21, 23, 24, 30, 33, 38, 44, 46, 2, 6, 14, 18, 20, 22, 27, 28, 34, 39, 43, 47, 1, 9, 10, 12, 17, 19, 31, 32, 35, 40, 41, 45]
376435 [main] INFO   - 	 gen=27, median: fit=0.9703125;[3, 6, 12, 15, 19, 23, 25, 29, 38, 39, 42, 47, 2, 4, 11, 13, 16, 21, 31, 32, 33, 37, 44, 45, 5, 8, 9, 10, 17, 18, 22, 34, 35, 36, 40, 48, 1, 7, 14, 20, 24, 26, 27, 28, 30, 41, 43, 46]
376435 [main] INFO   - 	 Mutating...
376439 [main] INFO   - 	 Immigrating...
376440 [main] INFO   - 	 Sorting...
384559 [main] INFO   - 	 Crossing over...
384562 [main] INFO   - 	 Sorting...
389204 [main] INFO   - 	 Culling...
389214 [main] INFO   - 	 Reporting...
