0    [main] INFO   - 	 === Sub-population #0 ===
54915 [main] INFO   - 	 gen=2, highest: fit=0.971734375;[3, 5, 6, 11, 20, 30, 31, 32, 35, 36, 37, 45, 1, 8, 10, 13, 21, 23, 26, 27, 39, 41, 43, 46, 2, 9, 14, 16, 17, 19, 24, 28, 29, 40, 44, 48, 4, 7, 12, 15, 18, 22, 25, 33, 34, 38, 42, 47]
54915 [main] INFO   - 	 gen=2, median: fit=0.928546875;[3, 5, 7, 15, 21, 30, 32, 38, 39, 40, 42, 45, 2, 11, 14, 16, 17, 19, 22, 28, 31, 37, 41, 46, 1, 6, 8, 9, 18, 20, 24, 33, 34, 43, 44, 47, 4, 10, 12, 13, 23, 25, 26, 27, 29, 35, 36, 48]
54915 [main] INFO   - 	 Mutating...
54917 [main] INFO   - 	 Immigrating...
54919 [main] INFO   - 	 Sorting...
62562 [main] INFO   - 	 Crossing over...
62566 [main] INFO   - 	 Sorting...
66945 [main] INFO   - 	 Culling...
66956 [main] INFO   - 	 Reporting...
66956 [main] INFO   - 	 gen=3, highest: fit=0.971734375;[3, 5, 6, 11, 20, 30, 31, 32, 35, 36, 37, 45, 1, 8, 10, 13, 21, 23, 26, 27, 39, 41, 43, 46, 2, 9, 14, 16, 17, 19, 24, 28, 29, 40, 44, 48, 4, 7, 12, 15, 18, 22, 25, 33, 34, 38, 42, 47]
66956 [main] INFO   - 	 gen=3, median: fit=0.9336187499999999;[2, 6, 8, 13, 23, 27, 28, 29, 37, 41, 45, 46, 4, 5, 10, 14, 18, 30, 32, 33, 34, 40, 42, 43, 1, 3, 15, 19, 21, 22, 25, 36, 38, 39, 44, 47, 7, 9, 11, 12, 16, 17, 20, 24, 26, 31, 35, 48]
66956 [main] INFO   - 	 Mutating...
66958 [main] INFO   - 	 Immigrating...
66959 [main] INFO   - 	 Sorting...
74628 [main] INFO   - 	 Crossing over...
74631 [main] INFO   - 	 Sorting...
78998 [main] INFO   - 	 Culling...
79009 [main] INFO   - 	 Reporting...
79009 [main] INFO   - 	 gen=4, highest: fit=0.97496875;[2, 4, 11, 18, 19, 20, 25, 26, 38, 39, 41, 43, 1, 8, 10, 14, 16, 22, 31, 34, 36, 37, 42, 48, 5, 7, 9, 13, 21, 24, 28, 30, 32, 40, 44, 45, 3, 6, 12, 15, 17, 23, 27, 29, 33, 35, 46, 47]
79009 [main] INFO   - 	 gen=4, median: fit=0.9385;[2, 8, 10, 17, 22, 25, 26, 27, 33, 34, 45, 48, 3, 5, 9, 12, 15, 19, 21, 28, 29, 39, 41, 47, 6, 11, 16, 18, 20, 23, 31, 32, 37, 42, 44, 46, 1, 4, 7, 13, 14, 24, 30, 35, 36, 38, 40, 43]
79009 [main] INFO   - 	 Mutating...
79011 [main] INFO   - 	 Immigrating...
79013 [main] INFO   - 	 Sorting...
86722 [main] INFO   - 	 Crossing over...
86725 [main] INFO   - 	 Sorting...
91087 [main] INFO   - 	 Culling...
91098 [main] INFO   - 	 Reporting...
91098 [main] INFO   - 	 gen=5, highest: fit=0.976390625;[2, 4, 11, 18, 19, 20, 25, 26, 38, 39, 41, 43, 1, 8, 10, 14, 16, 22, 31, 34, 36, 37, 42, 48, 5, 7, 9, 13, 21, 24, 28, 30, 32, 40, 44, 45, 3, 6, 12, 15, 17, 23, 27, 29, 33, 35, 46, 47]
91098 [main] INFO   - 	 gen=5, median: fit=0.94165;[2, 3, 7, 12, 14, 20, 30, 31, 32, 35, 45, 47, 5, 6, 8, 9, 16, 23, 25, 29, 36, 37, 39, 43, 1, 4, 13, 15, 19, 27, 28, 33, 34, 38, 42, 46, 10, 11, 17, 18, 21, 22, 24, 26, 40, 41, 44, 48]
91098 [main] INFO   - 	 Mutating...
91100 [main] INFO   - 	 Immigrating...
91102 [main] INFO   - 	 Sorting...
98757 [main] INFO   - 	 Crossing over...
98760 [main] INFO   - 	 Sorting...
103127 [main] INFO   - 	 Culling...
103137 [main] INFO   - 	 Reporting...
103138 [main] INFO   - 	 gen=6, highest: fit=0.976390625;[2, 4, 11, 18, 19, 20, 25, 26, 38, 39, 41, 43, 1, 8, 10, 14, 16, 22, 31, 34, 36, 37, 42, 48, 5, 7, 9, 13, 21, 24, 28, 30, 32, 40, 44, 45, 3, 6, 12, 15, 17, 23, 27, 29, 33, 35, 46, 47]
103138 [main] INFO   - 	 gen=6, median: fit=0.9443625;[2, 6, 13, 15, 20, 25, 28, 35, 36, 40, 44, 45, 3, 5, 14, 18, 21, 23, 27, 30, 32, 37, 38, 41, 4, 7, 8, 16, 17, 19, 24, 26, 34, 43, 46, 48, 1, 9, 10, 11, 12, 22, 29, 31, 33, 39, 42, 47]
103138 [main] INFO   - 	 Mutating...
103140 [main] INFO   - 	 Immigrating...
103141 [main] INFO   - 	 Sorting...
110791 [main] INFO   - 	 Crossing over...
110795 [main] INFO   - 	 Sorting...
115177 [main] INFO   - 	 Culling...
115188 [main] INFO   - 	 Reporting...
115189 [main] INFO   - 	 gen=7, highest: fit=0.976390625;[2, 4, 11, 18, 19, 20, 25, 26, 38, 39, 41, 43, 1, 8, 10, 14, 16, 22, 31, 34, 36, 37, 42, 48, 5, 7, 9, 13, 21, 24, 28, 30, 32, 40, 44, 45, 3, 6, 12, 15, 17, 23, 27, 29, 33, 35, 46, 47]
115189 [main] INFO   - 	 gen=7, median: fit=0.94746875;[1, 7, 12, 14, 21, 25, 28, 33, 37, 41, 42, 45, 2, 5, 15, 17, 19, 24, 26, 29, 34, 35, 38, 39, 4, 6, 9, 13, 18, 20, 23, 27, 40, 44, 46, 47, 3, 8, 10, 11, 16, 22, 30, 31, 32, 36, 43, 48]
115189 [main] INFO   - 	 Mutating...
115191 [main] INFO   - 	 Immigrating...
115192 [main] INFO   - 	 Sorting...
122836 [main] INFO   - 	 Crossing over...
122840 [main] INFO   - 	 Sorting...
127231 [main] INFO   - 	 Culling...
127241 [main] INFO   - 	 Reporting...
127241 [main] INFO   - 	 gen=8, highest: fit=0.976390625;[2, 4, 11, 18, 19, 20, 25, 26, 38, 39, 41, 43, 1, 8, 10, 14, 16, 22, 31, 34, 36, 37, 42, 48, 5, 7, 9, 13, 21, 24, 28, 30, 32, 40, 44, 45, 3, 6, 12, 15, 17, 23, 27, 29, 33, 35, 46, 47]
127242 [main] INFO   - 	 gen=8, median: fit=0.95015625;[4, 5, 6, 11, 17, 20, 22, 26, 35, 40, 41, 48, 1, 7, 8, 21, 24, 27, 29, 33, 34, 38, 44, 45, 9, 10, 13, 14, 15, 18, 19, 31, 37, 42, 43, 46, 2, 3, 12, 16, 23, 25, 28, 30, 32, 36, 39, 47]
127242 [main] INFO   - 	 Mutating...
127244 [main] INFO   - 	 Immigrating...
127245 [main] INFO   - 	 Sorting...
134898 [main] INFO   - 	 Crossing over...
134902 [main] INFO   - 	 Sorting...
139275 [main] INFO   - 	 Culling...
139285 [main] INFO   - 	 Reporting...
139286 [main] INFO   - 	 gen=9, highest: fit=0.976390625;[2, 4, 11, 18, 19, 20, 25, 26, 38, 39, 41, 43, 1, 8, 10, 14, 16, 22, 31, 34, 36, 37, 42, 48, 5, 7, 9, 13, 21, 24, 28, 30, 32, 40, 44, 45, 3, 6, 12, 15, 17, 23, 27, 29, 33, 35, 46, 47]
139286 [main] INFO   - 	 gen=9, median: fit=0.95275;[4, 5, 11, 18, 20, 22, 28, 35, 37, 38, 42, 45, 2, 3, 9, 10, 16, 17, 25, 31, 32, 39, 44, 48, 7, 8, 14, 15, 19, 24, 30, 33, 34, 36, 43, 46, 1, 6, 12, 13, 21, 23, 26, 27, 29, 40, 41, 47]
139286 [main] INFO   - 	 Mutating...
139288 [main] INFO   - 	 Immigrating...
139289 [main] INFO   - 	 Sorting...
146960 [main] INFO   - 	 Crossing over...
146964 [main] INFO   - 	 Sorting...
151351 [main] INFO   - 	 Culling...
151361 [main] INFO   - 	 Reporting...
151362 [main] INFO   - 	 gen=10, highest: fit=0.976390625;[2, 4, 11, 18, 19, 20, 25, 26, 38, 39, 41, 43, 1, 8, 10, 14, 16, 22, 31, 34, 36, 37, 42, 48, 5, 7, 9, 13, 21, 24, 28, 30, 32, 40, 44, 45, 3, 6, 12, 15, 17, 23, 27, 29, 33, 35, 46, 47]
151362 [main] INFO   - 	 gen=10, median: fit=0.9545;[7, 8, 11, 12, 14, 16, 20, 35, 36, 40, 44, 48, 1, 6, 15, 17, 21, 27, 29, 30, 34, 37, 39, 43, 2, 3, 10, 13, 18, 19, 28, 31, 33, 38, 41, 46, 4, 5, 9, 22, 23, 24, 25, 26, 32, 42, 45, 47]
151362 [main] INFO   - 	 Mutating...
151364 [main] INFO   - 	 Immigrating...
151366 [main] INFO   - 	 Sorting...
159024 [main] INFO   - 	 Crossing over...
159028 [main] INFO   - 	 Sorting...
163405 [main] INFO   - 	 Culling...
163415 [main] INFO   - 	 Reporting...
163415 [main] INFO   - 	 gen=11, highest: fit=0.98165;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
163415 [main] INFO   - 	 gen=11, median: fit=0.956046875;[5, 6, 9, 14, 20, 28, 29, 30, 37, 39, 40, 44, 1, 8, 11, 16, 17, 18, 27, 31, 34, 35, 36, 46, 3, 7, 12, 15, 19, 21, 26, 32, 33, 38, 43, 48, 2, 4, 10, 13, 22, 23, 24, 25, 41, 42, 45, 47]
163415 [main] INFO   - 	 Mutating...
163418 [main] INFO   - 	 Immigrating...
163419 [main] INFO   - 	 Sorting...
171055 [main] INFO   - 	 Crossing over...
171059 [main] INFO   - 	 Sorting...
175449 [main] INFO   - 	 Culling...
175460 [main] INFO   - 	 Reporting...
175460 [main] INFO   - 	 gen=12, highest: fit=0.98165;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
175460 [main] INFO   - 	 gen=12, median: fit=0.95740625;[1, 9, 12, 19, 22, 26, 27, 28, 31, 40, 46, 48, 5, 7, 8, 15, 17, 18, 25, 34, 37, 38, 39, 47, 3, 11, 14, 16, 21, 23, 24, 32, 35, 41, 43, 44, 2, 4, 6, 10, 13, 20, 29, 30, 33, 36, 42, 45]
175460 [main] INFO   - 	 Mutating...
175463 [main] INFO   - 	 Immigrating...
175464 [main] INFO   - 	 Sorting...
183119 [main] INFO   - 	 Crossing over...
183123 [main] INFO   - 	 Sorting...
187520 [main] INFO   - 	 Culling...
187530 [main] INFO   - 	 Reporting...
187530 [main] INFO   - 	 gen=13, highest: fit=0.98165;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
187531 [main] INFO   - 	 gen=13, median: fit=0.959;[4, 7, 12, 15, 17, 24, 26, 31, 35, 39, 41, 44, 2, 9, 10, 14, 20, 22, 27, 28, 30, 40, 47, 48, 3, 5, 11, 13, 18, 19, 21, 33, 34, 36, 42, 43, 1, 6, 8, 16, 23, 25, 29, 32, 37, 38, 45, 46]
187531 [main] INFO   - 	 Mutating...
187533 [main] INFO   - 	 Immigrating...
187534 [main] INFO   - 	 Sorting...
195201 [main] INFO   - 	 Crossing over...
195205 [main] INFO   - 	 Sorting...
199586 [main] INFO   - 	 Culling...
199596 [main] INFO   - 	 Reporting...
199597 [main] INFO   - 	 gen=14, highest: fit=0.98165;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
199597 [main] INFO   - 	 gen=14, median: fit=0.960265625;[3, 6, 10, 14, 16, 22, 31, 34, 36, 37, 41, 42, 2, 8, 11, 19, 20, 25, 27, 38, 39, 40, 43, 44, 1, 5, 12, 15, 17, 21, 23, 24, 32, 35, 45, 47, 4, 7, 9, 13, 18, 26, 28, 29, 30, 33, 46, 48]
199597 [main] INFO   - 	 Mutating...
199600 [main] INFO   - 	 Immigrating...
199601 [main] INFO   - 	 Sorting...
207262 [main] INFO   - 	 Crossing over...
207266 [main] INFO   - 	 Sorting...
211659 [main] INFO   - 	 Culling...
211670 [main] INFO   - 	 Reporting...
211670 [main] INFO   - 	 gen=15, highest: fit=0.98165;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
211671 [main] INFO   - 	 gen=15, median: fit=0.961671875;[3, 5, 6, 11, 20, 30, 31, 32, 35, 36, 37, 45, 1, 7, 8, 13, 18, 23, 26, 27, 39, 41, 43, 46, 2, 4, 15, 16, 19, 21, 24, 25, 33, 40, 44, 47, 9, 10, 12, 14, 17, 22, 28, 29, 34, 38, 42, 48]
211671 [main] INFO   - 	 Mutating...
211673 [main] INFO   - 	 Immigrating...
211675 [main] INFO   - 	 Sorting...
219312 [main] INFO   - 	 Crossing over...
219316 [main] INFO   - 	 Sorting...
223722 [main] INFO   - 	 Culling...
223733 [main] INFO   - 	 Reporting...
223733 [main] INFO   - 	 gen=16, highest: fit=0.98165;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
223733 [main] INFO   - 	 gen=16, median: fit=0.96290625;[4, 7, 12, 15, 17, 24, 26, 31, 35, 39, 41, 44, 3, 9, 10, 14, 20, 22, 27, 28, 30, 40, 47, 48, 2, 5, 11, 18, 19, 21, 29, 33, 34, 36, 42, 43, 1, 6, 8, 13, 16, 23, 25, 32, 37, 38, 45, 46]
223733 [main] INFO   - 	 Mutating...
223736 [main] INFO   - 	 Immigrating...
223738 [main] INFO   - 	 Sorting...
231567 [main] INFO   - 	 Crossing over...
231571 [main] INFO   - 	 Sorting...
235993 [main] INFO   - 	 Culling...
236003 [main] INFO   - 	 Reporting...
236004 [main] INFO   - 	 gen=17, highest: fit=0.98165;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
236004 [main] INFO   - 	 gen=17, median: fit=0.964015625;[2, 4, 15, 18, 19, 21, 24, 30, 31, 38, 47, 48, 3, 7, 8, 17, 20, 22, 25, 26, 35, 36, 43, 46, 6, 9, 12, 14, 16, 23, 29, 32, 39, 40, 44, 45, 1, 5, 10, 11, 13, 27, 28, 33, 34, 37, 41, 42]
236004 [main] INFO   - 	 Mutating...
236007 [main] INFO   - 	 Immigrating...
236008 [main] INFO   - 	 Sorting...
243690 [main] INFO   - 	 Crossing over...
243694 [main] INFO   - 	 Sorting...
248086 [main] INFO   - 	 Culling...
248096 [main] INFO   - 	 Reporting...
248096 [main] INFO   - 	 gen=18, highest: fit=0.98165;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
248097 [main] INFO   - 	 gen=18, median: fit=0.964984375;[2, 4, 15, 18, 19, 21, 24, 30, 31, 38, 47, 48, 3, 7, 8, 17, 20, 22, 25, 26, 35, 36, 43, 46, 1, 6, 9, 13, 14, 23, 27, 29, 33, 40, 41, 45, 5, 10, 11, 12, 16, 28, 32, 34, 37, 39, 42, 44]
248097 [main] INFO   - 	 Mutating...
248100 [main] INFO   - 	 Immigrating...
248101 [main] INFO   - 	 Sorting...
255723 [main] INFO   - 	 Crossing over...
255727 [main] INFO   - 	 Sorting...
260101 [main] INFO   - 	 Culling...
260111 [main] INFO   - 	 Reporting...
260112 [main] INFO   - 	 gen=19, highest: fit=0.983765625;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
260112 [main] INFO   - 	 gen=19, median: fit=0.9660625;[3, 5, 6, 11, 20, 30, 31, 32, 35, 36, 37, 45, 1, 4, 13, 17, 18, 23, 26, 27, 33, 39, 41, 48, 7, 9, 10, 12, 15, 19, 24, 34, 38, 40, 43, 46, 2, 8, 14, 16, 21, 22, 25, 28, 29, 42, 44, 47]
260112 [main] INFO   - 	 Mutating...
260115 [main] INFO   - 	 Immigrating...
260117 [main] INFO   - 	 Sorting...
267758 [main] INFO   - 	 Crossing over...
267762 [main] INFO   - 	 Sorting...
272126 [main] INFO   - 	 Culling...
272136 [main] INFO   - 	 Reporting...
272137 [main] INFO   - 	 gen=20, highest: fit=0.983765625;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
272137 [main] INFO   - 	 gen=20, median: fit=0.96678125;[1, 6, 7, 12, 19, 27, 30, 34, 35, 36, 39, 48, 2, 3, 11, 18, 20, 24, 26, 31, 32, 37, 45, 46, 8, 9, 10, 13, 14, 16, 21, 38, 40, 41, 42, 44, 4, 5, 15, 17, 22, 23, 25, 28, 29, 33, 43, 47]
272137 [main] INFO   - 	 Mutating...
272140 [main] INFO   - 	 Immigrating...
272141 [main] INFO   - 	 Sorting...
279742 [main] INFO   - 	 Crossing over...
279746 [main] INFO   - 	 Sorting...
284110 [main] INFO   - 	 Culling...
284121 [main] INFO   - 	 Reporting...
284121 [main] INFO   - 	 gen=21, highest: fit=0.983765625;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
284121 [main] INFO   - 	 gen=21, median: fit=0.967625;[2, 5, 7, 10, 23, 25, 27, 33, 38, 39, 42, 45, 1, 9, 11, 18, 21, 22, 24, 30, 31, 36, 41, 48, 4, 8, 13, 15, 16, 19, 26, 29, 34, 35, 46, 47, 3, 6, 12, 14, 17, 20, 28, 32, 37, 40, 43, 44]
284121 [main] INFO   - 	 Mutating...
284125 [main] INFO   - 	 Immigrating...
284126 [main] INFO   - 	 Sorting...
291772 [main] INFO   - 	 Crossing over...
291775 [main] INFO   - 	 Sorting...
296157 [main] INFO   - 	 Culling...
296168 [main] INFO   - 	 Reporting...
296168 [main] INFO   - 	 gen=22, highest: fit=0.983765625;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
296168 [main] INFO   - 	 gen=22, median: fit=0.9684375;[2, 4, 13, 18, 19, 21, 24, 30, 31, 38, 47, 48, 3, 7, 8, 17, 20, 22, 25, 26, 35, 36, 43, 46, 1, 6, 9, 14, 15, 23, 27, 29, 33, 40, 41, 45, 5, 10, 11, 12, 16, 28, 32, 34, 37, 39, 42, 44]
296168 [main] INFO   - 	 Mutating...
296172 [main] INFO   - 	 Immigrating...
296173 [main] INFO   - 	 Sorting...
303811 [main] INFO   - 	 Crossing over...
303814 [main] INFO   - 	 Sorting...
308211 [main] INFO   - 	 Culling...
308221 [main] INFO   - 	 Reporting...
308222 [main] INFO   - 	 gen=23, highest: fit=0.983765625;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
308222 [main] INFO   - 	 gen=23, median: fit=0.9690625;[2, 4, 15, 18, 19, 21, 24, 31, 37, 38, 47, 48, 3, 7, 8, 17, 20, 22, 25, 26, 35, 36, 43, 46, 5, 6, 11, 12, 14, 23, 29, 32, 33, 34, 41, 44, 1, 9, 10, 13, 16, 27, 28, 30, 39, 40, 42, 45]
308222 [main] INFO   - 	 Mutating...
308225 [main] INFO   - 	 Immigrating...
308226 [main] INFO   - 	 Sorting...
315858 [main] INFO   - 	 Crossing over...
315861 [main] INFO   - 	 Sorting...
320237 [main] INFO   - 	 Culling...
320248 [main] INFO   - 	 Reporting...
320248 [main] INFO   - 	 gen=24, highest: fit=0.983765625;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
320249 [main] INFO   - 	 gen=24, median: fit=0.969484375;[2, 4, 13, 18, 19, 21, 24, 30, 31, 38, 47, 48, 3, 7, 8, 17, 20, 22, 25, 26, 35, 36, 43, 46, 1, 6, 9, 14, 15, 23, 27, 29, 33, 40, 41, 45, 5, 10, 11, 12, 16, 28, 32, 34, 37, 39, 42, 44]
320249 [main] INFO   - 	 Mutating...
320252 [main] INFO   - 	 Immigrating...
320253 [main] INFO   - 	 Sorting...
327894 [main] INFO   - 	 Crossing over...
327897 [main] INFO   - 	 Sorting...
332287 [main] INFO   - 	 Culling...
332297 [main] INFO   - 	 Reporting...
332298 [main] INFO   - 	 gen=25, highest: fit=0.983765625;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
332298 [main] INFO   - 	 gen=25, median: fit=0.97;[2, 4, 13, 15, 19, 21, 24, 30, 31, 38, 47, 48, 3, 7, 8, 17, 20, 22, 25, 26, 35, 36, 43, 46, 5, 6, 9, 12, 14, 28, 29, 32, 34, 39, 40, 44, 1, 10, 11, 16, 18, 23, 27, 33, 37, 41, 42, 45]
332298 [main] INFO   - 	 Mutating...
332301 [main] INFO   - 	 Immigrating...
332303 [main] INFO   - 	 Sorting...
339958 [main] INFO   - 	 Crossing over...
339961 [main] INFO   - 	 Sorting...
344363 [main] INFO   - 	 Culling...
344373 [main] INFO   - 	 Reporting...
344374 [main] INFO   - 	 gen=26, highest: fit=0.983765625;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
344374 [main] INFO   - 	 gen=26, median: fit=0.970515625;[2, 4, 15, 18, 19, 21, 24, 30, 31, 38, 47, 48, 3, 7, 8, 17, 20, 22, 25, 26, 35, 36, 43, 46, 1, 6, 9, 13, 14, 23, 27, 29, 33, 40, 41, 45, 5, 10, 11, 12, 16, 28, 32, 34, 37, 39, 42, 44]
344374 [main] INFO   - 	 Mutating...
344378 [main] INFO   - 	 Immigrating...
344379 [main] INFO   - 	 Sorting...
352045 [main] INFO   - 	 Crossing over...
352049 [main] INFO   - 	 Sorting...
356448 [main] INFO   - 	 Culling...
356459 [main] INFO   - 	 Reporting...
356459 [main] INFO   - 	 gen=27, highest: fit=0.983765625;[1, 12, 13, 14, 17, 18, 19, 34, 38, 39, 42, 45, 3, 4, 7, 22, 24, 25, 27, 28, 33, 36, 46, 47, 5, 9, 10, 11, 16, 20, 26, 29, 37, 40, 41, 44, 2, 6, 8, 15, 21, 23, 30, 31, 32, 35, 43, 48]
356459 [main] INFO   - 	 gen=27, median: fit=0.9711562499999999;[2, 4, 13, 18, 19, 21, 24, 30, 31, 38, 47, 48, 3, 7, 8, 17, 20, 22, 25, 26, 35, 36, 43, 46, 5, 6, 12, 14, 15, 28, 29, 33, 37, 40, 42, 45, 1, 9, 10, 11, 16, 23, 27, 32, 34, 39, 41, 44]
356459 [main] INFO   - 	 Mutating...
356462 [main] INFO   - 	 Immigrating...
356463 [main] INFO   - 	 Sorting...
364152 [main] INFO   - 	 Crossing over...
364156 [main] INFO   - 	 Sorting...
368669 [main] INFO   - 	 Culling...
368680 [main] INFO   - 	 Reporting...
